,nombre,direccion
2289,FLOTI ARRENDAMIENTOS SA DE CV,CALLE MARTE 125 nan CENTRO TEPATITLAN DE MORELOS 47600 Jalisco
2290,TEQUILA GALINDO  SA DE CV,PRESA DE BARAJAS 4D nan ARANDAS CENTRO ARANDAS 47180 Jalisco
2291,UBAYA TEXTILE  SA DE CV,ALLENDE 223 nan CAPILLA DE GUADALUPE TEPATITLAN DE MORELOS 47700 Jalisco
2292,SERVICIO GOLSA SA DE CV,CLLE RANCHO LA PALETA SN nan CAPILLA DE GUADALUPE TEPATITLAN DE MORELOS 47700 Jalisco
2293,CARNE TROCEADA INDUSTRIALIZADA Y FRESCA DE MEXICO  SA DE CV,AV HIDALGO 243 7 CENTRO AYOTLAN 47930 Jalisco
2294,SERVICIO D SOTO  SA DE CV,VALLARTA 168 nan CENTRO AYOTLAN 47930 Jalisco
2295,CADERENT  SA DE CV,AVENIDA PASEO SOLIDARIDAD 10057 nan PLAN DE GUANAJUATO IRAPUATO 36510 Guanajuato
2296,RINES Y LLANTAS DE IRAPUATO  SA DE CV,GUADALUPE VICTORIA 1234 nan BARRIO NUEVO IRAPUATO 36520 Guanajuato
2297,NCA CONSTRUCCIONES YACARREOS  SA DE CV,BLVD SOLIDARIDAD 12992 B VILLAS EL DORADO IRAPUATO 36630 Guanajuato
2298,MG TECH  SA DE CV,AV LAS AMERICAS 601 502 A LA FUENTE AGUASCALIENTES 20230 Aguascalientes
2299,PRODUCTORA Y MAQUILADORA DE LICORES  SA DE CV,CARRETERA A SAN ANTONIO DE LOS HORCONES KM 0 08 A VALLE DE MARGARITAS JESUS MARIA 20909 Aguascalientes
2300,REFACCIONES MAPA DIESEL  SA DE CV,AV# AGUASCALIENTES 326 nan VERSALLES 2A SECCION AGUASCALIENTES 20285 Aguascalientes
2301,TEXTILES REYTEX S DERL DE CV,JUAN SANCHEZ 338 nan LOMA DE LOS NEGRITOS AGUASCALIENTES 20310 Aguascalientes
2302,PROGRAMACION DIDACTICA AVANZA  SA DE CV,CHICHIMECO 101 MOD 13 INT91 SAN LUIS AGUASCALIENTES 20250 Aguascalientes
2303,TRANSPORTES GOMEXPRESS SA DE CV,CARRETERA PANAMERICANA KM 542 nan VINEDOS RIVIER SAN FRANCISCO DE LOS ROMO 20355 Aguascalientes
2304,SERVICIO REFORMA DE MORELIA SA DE CV,AGUASCALIENTES 601 nan HACIENDA EL COBANO AGUASCALIENTES 20158 Aguascalientes
2305,INDUSTRIAS PROCESA  SA DE CV,CARRETERA A VALLADOLID KM 0 7 2 LA CUESTA JESUS MARIA 20900 Aguascalientes
2306,INGENIERIA Y CONSTRUCCIONES GONDEL SA DE CV,IGNACIO ZARAGOZA 1434 PB CIRCUNVALACION NORTE AGUASCALIENTES 20020 Aguascalientes
2307,ASTURCASA  SA DE CV,AV INDEPENDENCIA 1839 A FRACC#TROJES DE ALONSO AGUASCALIENTES 20116 Aguascalientes
2308,IMPORTACIONES CARRILLO REYES  SA DE CV,DAMASCO 420 A LA ESTACION AGUASCALIENTES 20259 Aguascalientes
2309,LABORATORIO DE MAGISTRALES  SA DE CV,TROQUEL 102 nan LAS HADAS AGUASCALIENTES 20140 Aguascalientes
2310,"GALGO URBANIZADORA, SA DE CV",FRONTERA 65 B CAMPESTRE AGUASCALIENTES 20100 Aguascalientes
2311,NYLCOM  SA DE CV,BOULEVARD A ZACATECAS 805 nan LA TROJE AGUASCALIENTES 20116 Aguascalientes
2312,SERVICIOS COMPUTACIONALES DEL CENTRO  SA DE CV,PROLONGACION ZARAGOZA 426 nan JARDINES DE LA CONCEPCION 1A S AGUASCALIENTES 20120 Aguascalientes
2313,PINTURAS DILAN SA DE CV,AV DE LOS MAESTROS 1007 nan ESPA#A AGUASCALIENTES 20210 Aguascalientes
2314,DELTA MILLENNIUM INTERNATIONAL  SA DE CV,VALENTIN GOMEZ FARIAS 316 nan GUADALUPE AGUASCALIENTES 20059 Aguascalientes
2315,TURIPAQUETES CARGA  SA DE CV,BOULEVARD JOSE MARIA CHAVEZ 123 nan ZONA CENTRO AGUASCALIENTES 20000 Aguascalientes
2316,AUTO PARTES ELECTRICAS EL GUERO  SA DE CV,CARRIZAL 102 nan EL CARRIZAL QUERETARO 76030 Queretaro
2317,REFACCIONES ESPECIALIZADAS DE QUERETARO  SA DE CV,REFORMA AGRARIA 20 nan CASA BLANCA QUERETARO 76030 Queretaro
2318,CAN INTERNATIONAL LOGISTIC  SA DE CV,PEDRO INFANTE 904 nan LA JOYA QUERETARO 76180 Queretaro
2319,LACERTUS TI  SA DE CV,MONTE MIRANDA 17 901 911 CENTRO EL MARQUES 76240 Queretaro
2320,TICK TACK TOYS SA DE CV,AV ACUEDUCTO 30#32 nan PARQUE INDUSTRIAL B# EL MARQUES 76246 Queretaro
2321,COMERCIAL AGROPECUARIA DE QUERETARO  SA DE CV,GUERRERO SUR 47 nan CENTRO SANTIAGO DE QUERETARO 76000 Queretaro
2322,PAT GRUPO EMPRESARIAL S DE RL DE CV,5 DE MAYO 88 ######## CENTRO QUERETARO 76000 Queretaro
2323,MELIGMA COLORS SA DE CV,PASEO CUESTA BONITA 132 nan CUESTA BONITA QUERETARO 76063 Queretaro
2324,HECA INGENIERIA  SA DE CV,FRANCISCO I MADERO 1518 nan MANUEL CARPIO COSAMALOAPAN DE CARPIO 95396 Veracruz
2325,SISTEMAS DE INSPECCION Y CONTROL DE LA CONSTRUCCION  SA DE CV,SANTIAGO DEL OESTE 512 nan VILLAS DE SANTIAGO QUERETARO 76148 Queretaro
2326,LOGISTICA Y MANTENIMIENTO TEXQRO  SA DE CV,ANILLO VIAL II 10200 1 EL MARQUES EL MARQUES 76246 Queretaro
2327,ABASTECEDORA M Q  SA DE CV,FRANCISCO DIAZ COVARRUBIAS 63 6 SAN RAFAEL CUAUHTEMOC 6470 CDMX
2328,DIAGNOSTICO INTEGRALPOR IMAGENES  SA DE CV,CALLE MARIANO ARISTA 835 7 MODERNA SAN LUIS POTOSI 78233 San Luis Potosi
2329,ANTENA SAN LUIS S DERL DE CV,MONTES PIRINEOS 700 nan LOMA DORADA SAN LUIS POTOSI 78215 San Luis Potosi
2330,ACOMEE  SA DE CV,SALVADOR NAVA MARTINEZ 704 B NUEVO PASEO SAN LUIS POTOSI 78328 San Luis Potosi
2331,MEGAOPUS  SA DE CV,AV HIMNO NAL 2121 nan JARDINES DEL ESTADIO SAN LUIS POTOSI 78280 San Luis Potosi
2332,OPERADORA HOTELERA MAC  SA DE CV,JUAN SARABIA 110 nan SAN LUIS POTOSI CENTRO SAN LUIS POTOSI 78000 San Luis Potosi
2333,MUEBLES Y CANDILES SAN LUIS  SA DE CV,AV# VENUSTIANO CARRANZA 380 nan SAN LUIS POTOSI CENT SAN LUIS POTOSI 78000 San Luis Potosi
2334,LOGISTICA SALE SA DE CV,ALVARO OBREGON 350 nan SAN LUIS POTOSI CENTRO SAN LUIS POTOSI 78000 San Luis Potosi
2335,TELAS KAROL  SA DE CV,MARIANO ESCOBEDO 760 nan SAN LUIS POTOSI CENT SAN LUIS POTOSI 78000 San Luis Potosi
2336,GRUPO DE COMUNICACION NACIONAL NAVICAST  SA DE CV,LIBERTAD 407 2 CENTRO LEON 37000 Guanajuato
2337,CERCAS Y PROTECCIONES DE METAL  SA DE CV,PROL CALZADA DE LOS HEROES 448 B LA MARTINICA LEON 37500 Guanajuato
2338,DISTRIBUCIONES SERRA SA DE CV,MOROLEON 104 B LA MODERNA LEON 37320 Guanajuato
2339,MVS CELLULAR  SA DE CV,AURELIO LUIS GALLARDO 305 nan INDUSTRIAL LEON 37340 Guanajuato
2340,BALEROS Y ABASTOSDELCENTRO SA DE CV,16 DE SEPTIEMBRE 702 nan OBREGON LEON 37320 Guanajuato
2341,MANUFACTURERA AVANTE SA DE CV,MARIANO ESCOBEDO 424 OTE SAN NICOLAS LEON 37480 Guanajuato
2342,CURTIDOS CHEMA PADILLA  SA DE CV,CHOPO 409 nan OBREGON LEON 37320 Guanajuato
2343,HOTEL PLAZA ALEMAN  SA DE CV,MIGUEL ALEMAN NO 508 508 nan CENTRO LEON 37000 Guanajuato
2344,DISTRIBUIDORA DE PRODUCTOS PARA EL HOGARGUTIERREZ  SA DE CV,AGUA MARINA 232 ######## GUADALUPE LEON 37380 Guanajuato
2345,CALZADO GUICHI S DE RL DE CV,AGUSTIN BASAVE 34 ######## OBLATOS GUADALAJARA 44700 Jalisco
2346,INGENIERIA APLICADA A LA GASTRONOMIA  SA DE CV,PRIVADA 4 DE JULIO MZ 2 LT 10 HANK GONZALEZ ECATEPEC DE MORELOS 55520 Estado de Mexico
2347,I/A CONTROLES SA DE CV,ALVARO OBREGON ORIENTE 81 nan CENTRO AHOME 81200 Sinaloa
2348,AMORTIGUADORES Y SUSPENSIONES DE SINALOA SA DE CV,BELIZARIO DOMINGUEZ 547 0 COL CENTRO AHOME 81200 Sinaloa
2349,JULIO DELGADO E HIJOS TRANSPORTISTAS SA DE CV,ALFREDO LEWIS ORIENTE 202 nan GREMIAL AGUASCALIENTES 20030 Aguascalientes
2350,DESARROLLO DAP C  SA DE CV,MEDELLIN 117 nan STA ELENA AGUASCALIENTES 20230 Aguascalientes
2351,CONCRETOS PREMESCLADOS DEL CENTRO  SA DE CV,CARR PANAMERICANA NORTE KM 9 4 TROJES DE ALONSO AGUASCALIENTES 20116 Aguascalientes
2352,THE FOUR TEAM  SA DE CV,CAROLINA VILLANUEVA GARCIA 318 nan CIUDAD INDUSTRIAL AGUASCALIENTES 20290 Aguascalientes
2353,QUIMICA DE AGUASCALIENTES SA DE CV,AVENIDA AGUASCALIENTES ORIENTE 1929 nan LOMAS DE SANTA ANITA AGUASCALIENTES 20164 Aguascalientes
2354,COMERSINERGIA  SA DE CV,VAZQUEZ DEL MERCADO 134 1 ZONA CENTRO AGUASCALIENTES 20000 Aguascalientes
2355,BARRAZA DEPORTES BEISBOL S DE RL DE CV,TROQUEL 107 nan LAS HADAS AGUASCALIENTES 20140 Aguascalientes
2356,COMERCIALIZADORA SKANETTI  SA DE CV,TAJIN 619 nan LETRAN VALLE BENITO JUAREZ 3650 CDMX
2357,AUTDI MOTORS DEL BAJIO  SA DE CV,LUIS DONALDO COLOSIO MURRIETA 788 nan LAS TROJES AGUASCALIENTES 20118 Aguascalientes
2358,CONSUMIBLES TECNOLOGICOS  SA DE CV,PEDRO PARGA 318 nan ZONA CENTRO AGUASCALIENTES 20000 Aguascalientes
2359,OVERFIL  SA DE CV,AV PASEO DE LOS INSURGENTES 3356 T 1 PISO 2 T CUMBRES DEL CAMPESTR LEON 37128 Guanajuato
2360,CENCEL  SA DE CV,OAXACA 26 nan FRACC BVENITO JUAREZ SAN JUAN DEL RIO 76807 Queretaro
2361,INDUSTRIALIZADORA ELCHAMBERIN  SA DE CV,CALLE JOSE MA MORELOS 24 nan BAJIO DE SAN JOSE ENCARNACION DE DIAZ 47280 Jalisco
2362,VIAJES ESPECIALES MARQUEZ  SA DE CV,MELCHOR OCAMPO 8 nan NUEVA REFORMA JEREZ 99340 Zacatecas
2363,PROVEEDORA DE MATERIALES LIBERTAD  SA DE CV,NICOLAS BRAVO 2 B nan JEREZ CENTRO JEREZ 99300 Zacatecas
2364,"SERVICIOS SAN JOSE, SA DE CV",JAVIER MINA 60 nan JALOSTOTITLAN CENTRO JALOSTOTITLAN 47120 Jalisco
2365,TRACTORES Y EQUIPOS ALTEOS  SA DE CV,CARRETERA A SAN JULIAN KM 3 SN nan SAN MIGUEL EL ALTO C SAN MIGUEL EL ALTO 47140 Jalisco
2366,ALIMENTOS BALANCEADOS LA HERRADURA  SA DE CV,PROLONGACION ITURBIDE 20 nan SAN MIGUEL EL ALTO SAN MIGUEL EL ALTO 47140 Jalisco
2367,ASOCIACION GASOLINERA PIEDRAS NEGRAS  SA DE CV,CARR MIGUEL VALLE GPE KM2 nan SAN MIGUEL EL ALTO CENTRO SAN MIGUEL EL ALTO 47140 Jalisco
2368,COPRONI  SA DE CV,CANTEREROS 13 nan PARQUE IND BERNARDO EL MARQUES 76246 Queretaro
2369,GRUPO TLL  SA DE CV,AVENIDA 5 DE FEBRERO 1305 4 FELIPE CARRILLO PUER QUERETARO 76138 Queretaro
2370,ESYMON  SA DE CV,TONANTZI 16 nan CUMBRES DEL MIRADOR EL MARQUES 76240 Queretaro
2371,INTEGRA COMUNICACIONES DIGITALES  SA DE CV,AV CANADA 236 P A PLAZA DE LAS AMERICAS QUERETARO 76050 Queretaro
2372,PLAST TEL  SA DE CV,ALLENDE SUR 9 nan CENTRO SANTIAGO DE QUERETARO 76000 Queretaro
2373,PREMIUM REPAIR QUERETARO  SA DE CV,CALLE 2 110 nan JURICA QUERETARO 76100 Queretaro
2374,"ADYTEC, SA DE CV",SAN MIGUEL 83 nan LOS ANGELES CORREGIDORA 76908 Queretaro
2375,EMPAQUES Y CORRUGADOS DEL BAJIO SA DE CV,CARRETERA AL CAMPO MILITAR 305 J SAN ANTONIO DE LA PU QUERETARO 76135 Queretaro
2376,SERVIAGRICOLA DEL BAJIO  SA DE CV,ACUEDUCTO 113 nan CALEZA QUERETARO 76020 Queretaro
2377,AUTOEMPAQUES MEXICO  SA DE CV,AV PE#UELAS 5 6 IND SAN PEDRITO PENU QUERETARO 76148 Queretaro
2378,TRICO QUERETARO  SA DE CV,AV CONSTITUYENTES OTE 111 0 CARRETAS SANTIAGO DE QUERETARO 76050 Queretaro
2379,MUNDO LIMPIO QUERETARO  SA DE CV,MEDIA LUNA 480 nan JARDINES DE ALBORADA SANTIAGO DE QUERETARO 76125 Queretaro
2380,GRUPO KARUNA  SA DE CV,PROL CORREGIDORA NTE 1116 PISO 9 ARBOLEDAS QUERETARO 76140 Queretaro
2381,TRANSPORTES Y ENLACES FG  SA DE CV,SENDA DE LA ILUSION 2 1 MILENIO III QUERETARO 76060 Queretaro
2382,VISION PRO CULTURA  SA DE CV,ARCO DE LA SABIDURIA 2005 91 SAN PEDRITO LOS ARCO QUERETARO 76148 Queretaro
2383,MECATRONIX AUTOMATION  SA DE CV,CAMINO A LOS OLVERA 751 1 LOS OLVERA CORREGIDORA 76904 Queretaro
2384,DEICOMS  SA DE CV,INDUSTRIA DEL HIERRO 8 nan EL PUEBLITO VILLA CO CORREGIDORA 76900 Queretaro
2385,EASTLAKE SERVICIOS CORPORATIVOS  SA DE CV,CHOLES 106 5 CERRITO COLORADO QUERETARO 76116 Queretaro
2386,SERVISUAJES  SA DE CV,CALLEJON DE LA SACA 30 nan EL PUEBLITO CENTRO CORREGIDORA 76900 Queretaro
2387,VENCO LABORATORIOS SDE RL DE CV,PANADEROS 14 nan SAN PEDRITO PENUELAS QUERETARO 76148 Queretaro
2388,FARMACIAS GUANAJUATO SA DE CV,AGUSTIN DE ITURBIDE 148 nan RIO VERDE CENTRO RIOVERDE 79610 San Luis Potosi
2389,CONSTRUCCIONES HAIDE SA DE CV,CALL SARH 816 nan CONCORDIA CIUDAD FERNANDEZ 79650 San Luis Potosi
2390,GRUPO GRAFICO SAN JUAN SA DE CV,AVCONSTITUYENTES NUM 14 nan VALLE DE ORO SAN JUAN DEL RIO 76803 Queretaro
2391,MYLSA QUERETARO  SA DE CV,AV CONSTITUYENTES 42 nan VILLAS DEL SOL QUERETARO 76046 Queretaro
2392,IMPRESOS CONTINUOS  SA DE CV,NOCHE BUENA 28 nan LOMA LINDA SAN JUAN DEL RIO 76803 Queretaro
2393,MULTISERVICIOS CARRETAS  SA DE CV,PANAMERICANA 138 nan RAMOS MILLAN SAN JUAN DEL RIO 76807 Queretaro
2394,ROMHER INGENIERIA SA DE CV,CALLE JALPAN 7 nan GRANJAS BANTHI SAN JUAN DEL RIO 76805 Queretaro
2395,RAPAMA S DE RL DE CV,CALLE JOSE MARIA PINO SUAREZ SUR 97 A RAMOS MILLAN SAN JUAN DEL RIO 76806 Queretaro
2396,YAEZ LOGISTIC  SA DE CV,JUAREZ 190 nan CENTRO SAN JUAN DEL RIO 76800 Queretaro
2397,CONFECCIONES DIVERSAS DE POLOTITLAN  SA DE CV,SANTO DEGOLLADO 49 nan FATIMA SAN JUAN DEL RIO 76807 Queretaro
2398,ACABADOS Y RECUBRIMIENTOS INDUSTRIALES  SA DE CV,AVENIDA BENITO JUAREZ PONIENTE 159 nan CENTRO SAN JUAN DEL RIO 76800 Queretaro
2399,MAPROME S DE RL DE CV,AV ARMANDO BIRLAIN SHAFFLER 2001 8 CENTRO SUR QUERETARO 76090 Queretaro
2400,LLANTAS RINES Y SERVICIOS HERNANDEZ  SA DE CV,PANAMERICANA 110 nan RAMOS MILLAN SAN JUAN DEL RIO 76806 Queretaro
2401,MAMEEI  SA DE CV,CIRC QRO 256 nan GRANJAS BANTHI SAN JUAN DEL RIO 76804 Queretaro
2402,GRUPO INDUSTRIAL DELMUEBLE  SA DE CV,CARR ESTANCIA LA LLAVE KM 8 200 nan LA LLAVE SAN JUAN DEL RIO 76810 Queretaro
2403,DEBRO SA CV,AV CAMPESTRE SN nan PALMA DE LA CRUZ SOLEDAD DE GRACIANO SANCHEZ 78439 San Luis Potosi
2404,ESITI  SA DE CV,AVE MANUEL JOSE CLOUTHIER 508 C VIVEROS SAN LUIS POTOSI 78290 San Luis Potosi
2405,"PALLADIO ORFEBRES,  SA DE CV",51 PTE 505 205 BOULEVARES PUEBLA 72440 Puebla
2406,TEXTILES MILENIO  SA DE CV,32 NORTE 1406 nan AMERICA NORTE PUEBLA 72340 Puebla
2407,SIMBIOSIS AGRICOLA  SA DE CV,AVENIDA 5 DE MAYO 611 nan BARRIO DE JESUS TOCHTEPEC 75610 Puebla
2408,GRUPO HERBRICH DE MEXICO  SA DE CV,CAMINO A SAN ANTONIO CACALOTEPEC 2002 nan SAN BERNARDINO TLAXC SAN ANDRES CHOLULA 72820 Puebla
2409,EL GALLO DE PUEBLA  SA DE CV,MIGUEL NEGRETE 49 nan SAN JERONIMO CALERAS PUEBLA 72100 Puebla
2410,ACARREOS MINEROS ABSUBA  SA DE CV,CARRETERA FEDERAL PUEBLA TEHUACAN 1415 nan SAN JOSE VICTORIA AMOZOC 72980 Puebla
2411,CONSORCIO LUMDA  SA DE CV,CARRIL DE SAN CRISTOBAL 1704 NAVE 7 CHACHAPA PARQUE IND AMOZOC 72990 Puebla
2412,SISTEMAS Y SERVICIOSDE PUEBLA  SA DE CV,10 B SUR 3310 nan ANZURES PUEBLA 72530 Puebla
2413,MASTER MAIL DE MEXICO  SA DE CV,BURGOS 131 nan 2DA#SECC GABRIEL PAS PUEBLA 72420 Puebla
2414,PROYECTOS CONSTRUCCION Y DESARROLLO INDUSTRIAL  SA DE CV,CARRETERA FEDERAL PUEBLA ATLIXCO KM 6 7 nan GALEOTITLA SAN ANDRES CHOLULA 72820 Puebla
2415,EDIFICACIONES Y URBANIZACIONES RIYMA  SA DE CV,CERRADA 2 CASA 5 nan VICENTE SUAREZ PUEBLA 72510 Puebla
2416,CONTROLES INTELIGENTES  SA DE CV,CHICHENITZA MZ19 LT 44 LOCAL 4#5 nan SUPER MANZANA 23 BENITO JUAREZ 77500 Quintana Roo
2417,BIOCREA AGUA Y TRATAMIENTO  SA DE CV,PRIVADA DE LA 7 SUR 3304 nan CHULA VISTA PUEBLA 72420 Puebla
2418,LLANTAS Y SERVICIOS MARBEN  SA DE CV,16 DE SEPTIEMBRE 5731 A A EL CERRITO PUEBLA 72440 Puebla
2419,ACABADOS FINOS TEXTILES SA CV,AV CUAUHTEMOC 148 1 AGRICOLA IGNACIO ZAR PUEBLA 72100 Puebla
2420,DUGAR CIA. DISTRIBUIDORA  SA DE CV,ORIENTE 176 374 nan MOCTEZUMA 2A SECCION VENUSTIANO CARRANZA 15530 CDMX
2421,PAD COMUNICACIONES  SA DE CV,49 SUR 1916 nan REFORMA AMP PUEBLA 72160 Puebla
2422,ORGANIZACION Y SISTEMATIZACION ELECTRONICA  SA DE CV,CALLE SECCION A 10 nan UNIDAD GUADALUPE PUEBLA 72560 Puebla
2423,SERVICIOS PROFESIONALES E INTEGRALES DE LIMPIEZA  SA DE CV,9 SUR 4712 1 PRADOS AGUA AZUL PUEBLA 72430 Puebla
2424,BORDONAVE Y ASOCIADOS  SA DE CV,4 SUR 11506 9 GRANJAS PUEBLA PUEBLA 72490 Puebla
2425,SIGNCORP DISENO & CONSTRUCCION  SA DE CV,5 A SUR 3712 nan GABRIEL PASTOR 1A SECCION PUEBLA 72420 Puebla
2426,VALUE FAST MEXICO SA DE CV,AV 49 PONIENTE 1119 1 RIVERA ATOYAC PUEBLA 72430 Puebla
2427,MANTTO Y BOBINADOS DE PUEBLA  SA DE CV,PRIMERA DE SEPTIEMBRE 11517 LOCAL A GRANJAS PUEBLA PUEBLA 72490 Puebla
2428,REGENERADOS CORDAL  SA DE CV,CAM ANTIGUO A LA RESURRECCION 11814 nan INDIOS VERDES PUEBLA 72228 Puebla
2429,VIAGSO  SA DE CV,CRT FEDERAL PUEBLA ATLIX 3532 nan CONCEPCION LA CRUZ PUEBLA 72197 Puebla
2430,CACAHUATES JICEM  SA DE CV,RAYON 15 nan CHIETLA CHIETLA 74580 Puebla
2431,COMERCIALIZADORA JABCENTS  SA DE CV,ANTIGUO CAMINO A LA RESURRECCION 10428 17 PARQUE INDUSTRIA LRE PUEBLA 72225 Puebla
2432,MARMOL Y GRANITO NATURAL SA DE CV,KM 10 CARRETERA PUEBLA VALSEQUILLO SN nan SAN FRANCISCO TOTIME PUEBLA 72960 Puebla
2433,CONSTRUCCIONES OSPOVER  SA DE CV,JESUS BERNAL 843 nan LIBRES CENTRO LIBRES 73780 Puebla
2434,INNOVACION PRODUCTIVA SICECO  SA DE CV,CLZ ZAVALETA 3920 nan SANTA CRUZ BUENAVIST PUEBLA 72154 Puebla
2435,INTERLIFT DE MEXICO  SA DE CV,BOULEVARD GASODUCTO 22 nan PARQUE INDUSTRIAL PU PUEBLA 72225 Puebla
2436,AUTOMATIZACION DE SOLUCIONES INDUSTRIAL TECNICAS  SA DE CV,RIO LERMA 10 NAVE 4 SAN LORENZO ALMECATL CUAUTLANCINGO 72710 Puebla
2437,JMY CONSTRUCCIONES  SA DE CV,PROL TAJIN 884 nan STA CRUZ ATOYAC BENITO JUAREZ 3310 CDMX
2438,GRUPO SOLUCIONES PUEBLA  SA DE CV,CALLE 31 SUR 916 ALTOS LA PAZ PUEBLA 72160 Puebla
2439,BUSS POSTPRODUCCION DE AUDIO Y VIDEO SA DE CV,22 DE SEPTIEMBRE 1621 ALTOS LOS PILARES PUEBLA 72560 Puebla
2440,FUNDICION Y MAQUINARIA SANCHEZ SA DE CV,2 PTE 3906 nan AMOR PUEBLA 72140 Puebla
2441,DISTRIB DE MAQUINARIA Y EQUIPO AGRICOLA DE PUEBLA  SA DE CV,2 PONIENTE 901 nan CENTRO PUEBLA 72000 Puebla
2442,SUMINISTROS HIDRAULICOS NAVARRO  SA DE CV,BALCANES 41 nan PLAZAS DE GUADALUPE PUEBLA 72260 Puebla
2443,VENTILACION Y CONFORT DEL CENTRO  SA DE CV,PRIV 5 DE MAYO A PTE 4604 nan MORELOS PUEBLA 72080 Puebla
2444,MUNDAKA  SA DE CV,GENERAL IGNACIO ALATORRE 9 LOCAL 1 LOMAS DE LORETO PUEBLA 72260 Puebla
2445,TRANSPORTES MAYA DE ORO  SA DE CV,XICOHTENCATL 8 SECC 3A SANTO TORIBIO XICOHT XICOHTZINCO 90780 Tlaxcala
2446,AGENTES NAVIEROS DELCARMEN  SA DE CV,AQUILES SERDAN 861 B VERACRUZ CENTRO VERACRUZ 91700 Veracruz
2447,IPEC CONSTRUCCIONES  SA DE CV,PROFESORA MARIA VARGAS QUEVEDO 328 nan VILLA RICA 1 VERACRUZ 91800 Veracruz
2448,EL TIGRE DE CORDOBA  SA DE CV,CALLE 9 1005 nan CORDOBA CENTRO CORDOBA 94500 Veracruz
2449,ZAPATERIA RAMON DE VERACRUZ SA DE CV,INDEPENDENCIA 1507 nan CENTRO VERACRUZ 91700 Veracruz
2450,MAKROELECTRICA INDUSTRIAL  SA DE CV,MANUEL NEGRETE 597 nan IGNACIO ZARAGOZA VERACRUZ 91910 Veracruz
2451,D & CM  SA DE CV,PERIFERICO SUR 4225 604 JARDINES EN LA MONTA#A TLALPAN 14210 CDMX
2452,"BASCULAS VERACRUZ, SA DE CV",CUAUHTEMOC 64 nan FRACC LOS PINOS VERACRUZ 91870 Veracruz
2453,POSTIN  SA DE CV,AVENIDA SALVADOR DIAZ MIRON 459 nan VERACRUZ CENTRO VERACRUZ 91700 Veracruz
2454,REFACCIONES AUTOMOTRICES MAXIMA  SA DE CV,URANO 23 nan JOYAS DE MOCAMBO BOCA DEL RIO 94290 Veracruz
2455,HOTEL BALUARTE DE VERACRUZ SA DE CV,FCO CANAL 265 nan FAROS VERACRUZ 91709 Veracruz
2456,CEDISMTY  SA DE CV,CALLE PINO SUAREZ 3182 SN VERACRUZ CENTRO VERACRUZ 91700 Veracruz
2457,TRANSMISIONES A FONDO  SA DE CV,LAS CRUCES 3235 nan TRES CRUCES 3ERA SEC PUEBLA 72595 Puebla
2458,FABRICA DE CAJAS CORRUGADAS SAN PEDRO SA DE CV,ANTIGUO CAMINO A RESURRECCION 10428 28 29 30 INDUSTRIAL RESURRECC PUEBLA 72228 Puebla
2459,ISMA DE MEXICO SA DE CV,AV INDUSTRIAL O SAN LORENZO 806 nan SANCTORUM CUAUTLANCINGO 72730 Puebla
2460,RITHET  SA DE CV,MIGUEL HIDALGO SUR 613 nan SAN FELIPE HUEYOTLIP PUEBLA 72030 Puebla
2461,OCAITE  SA DE CV,AV 6 PTE 2108 PB TIERRA Y LIBERTAD PUEBLA 72090 Puebla
2462,CHASISES Y MUELLES ESPINOSA  SA DE CV,CARR FED ATLIXCO KM 5 8 nan ZAPATA EMILIANO PUEBLA 72470 Puebla
2463,BOGA COMUNICACIONES  SA DE CV,CALLE 3 SUR 111 nan ATLIXCO CENTRO ATLIXCO 74200 Puebla
2464,SINTESIS Y PROCESADOS DE MEXICO  SA DE CV,BOULEVARD MARTIRES DE RIO BLANCO 20 nan PARQUE INDUSTRIAL CI PUEBLA 72019 Puebla
2465,ALFA FERRE  SA DE CV,PABLO SIDAR SUR 118 nan BARRIO SAN BARTOLOME SAN PABLO DEL MONTE 90970 Tlaxcala
2466,PARTICULARES INMOBILIARIOS SA DE CV,29 PONIENTE 3505 1ER D RESIDENCIAL ESMERALDA PUEBLA 72410 Puebla
2467,BONETERA DUTLA SA DE CV,AV PUEBLA 5950 nan EL CERRITO PUEBLA 72440 Puebla
2468,MAQUINADOS EURO-MEX VLASAN  SA DE CV,RIO ATOYAC 10 nan SAN LORENZO ALMECATLA CUAUTLANCINGO 72710 Puebla
2469,ALIMENTOS Y PRODUCTOS CAPLAR DEL NORTE  SA DE CV,CAMINO REAL A CHOLULA 4412 LOCAL 3 EXHACIENDA LA CONCEPCION SAN ANDRES CHOLULA 72810 Puebla
2470,ETIMUNDO  SA DE CV,RIO ATOYAC SUR 114 nan MANANTIALES SAN PEDRO CHOLULA 72756 Puebla
2471,ADMINISTRACION Y SERVICIOS TECNICOS A LACONST  SA DE CV,AV PASEO DE LA HERRADURA 367 B nan PARQUES DE LA HERRAD HUIXQUILUCAN 52786 Estado de Mexico
2472,LTE GROUP  SA DE CV,CALLE MITLA 22 201 NUEVA ANTEQUERA PUEBLA 72180 Puebla
2473,DISTRIBUIDORA WALTHO SA DE CV,ZAVALETA 1302 108 SANTA CRUZ BUENAVIST PUEBLA 72170 Puebla
2474,ALFA GRUPO CONSTRUCTOR  SA DE CV,15 NORTE 5003 ED 3#3B JOSE CLEOTILDE TORRE PUEBLA 72050 Puebla
