,nombre,direccion
2796,TRANSPORTADORA ALZAGA  SA DE CV,AUTOPISTA QUERETARO MEXICO KM 194 EL COLORADO EL MARQUES 76246 Queretaro
2797,ASTUNA  SA DE CV,MANUEL MATEUS 8 nan CENTRO TEQUISQUIAPAN 76750 Queretaro
2798,INMOBILIARIA MONTANA SA DE CV,EPIGMENIO GONZALEZ 98 nan FELIPE CARRILLO PUER QUERETARO 76138 Queretaro
2799,CONCEPT EXPERTS S DERL DE CV,PSO LA CONSTITUCION 148 nan ARBOLEDAS DEL PARQUE QUERETARO 76140 Queretaro
2800,VECID MEXICANA SA DE CV,ALLENDE NUM 15 5 CENTRO SAN JUAN DEL RIO 76800 Queretaro
2801,SECATEX  SA DE CV,CARR TOLUCA SJR KM 130 3 SN nan SAN SEBASTIAN DE LAS SAN JUAN DEL RIO 76847 Queretaro
2802,ANRUES CONSTRUCCIONES SA DE CV,CORREGIDORA 25 nan CENTRO SAN JUAN DEL RIO 76800 Queretaro
2803,FSC AUTOPARTES S DE RL DE CV,ANTIGUO CAMINO NACIONAL SN ######## 4O CENTENARIO SAN JUAN DEL RIO 76840 Queretaro
2804,TECNO GRAF  SA DE CV,27 PTE 107 2 EL CARMEN PUEBLA 72530 Puebla
2805,MOTOCICLETAS ANGELOPOLIS  SA DE CV,31 PONIENTE 1915 nan LOS VOLCANES PUEBLA 72410 Puebla
2806,MERCERIA Y ARTICULOSDE TAPICERIA  SA DE CV,14 PONIENTE 704 LOC 1 CENTRO PUEBLA 72000 Puebla
2807,UNIVATOUR  SA DE CV,16 DE SEPTIEMBRE 5747 L 107 EL CERRITO PUEBLA 72440 Puebla
2808,COMERCIALIZADORA ORTHOCARDIO  SA DE CV,CALLE 5 13 nan SAN JOSE VISTA HERMO PUEBLA 72190 Puebla
2809,M & E MONTAJES INDUSTRIALES  SA DE CV,CAMINO VIEJO A TLAXCALA 519 nan PARQUE INDUSTRIAL OCOTLAN CORONANGO 72680 Puebla
2810,MENSAJERIA NORTE PACIFICO DE MEXICO  SA DE CV,16 SUR 4312 301 ANZURES PUEBLA 72530 Puebla
2811,CONSTRUCTORES UNIDOSDE PUEBLA  SA DE CV,AV 16 DE SEPTIEMBRE 4109 C nan HUEXOTITLA PUEBLA 72534 Puebla
2812,GUARNERO SUMINISTROSPARA OFICINA  SA DE CV,EMILIANO ZAPATA 5516 nan SAN BALTAZAR CAMPECH PUEBLA 72550 Puebla
2813,MESONES SACRISTIA PUEBLA  SA DE CV,6 SUR 304 nan CENTRO PUEBLA 72000 Puebla
2814,PROTECCION INDUSTRIAL DE ORIENTE  SA DE CV,BOULEVARD HERMANOS SERDAN 695 A SAN RAFAEL PONIENTE PUEBLA 72029 Puebla
2815,DEA COMERCIAL DIVERSA SA DE CV,ANTIGUO CAMINO A RESURRECCION 10431 nan XALTONAC PUEBLA 72228 Puebla
2816,MODITELAS DE PUEBLA  SA DE CV,SAN BERNARDO 403 nan SANCTORUM CUAUTLANCINGO 72730 Puebla
2817,COMERCIAL DE LABORATORIOS E INSTRUMENTOSJD  SA DE CV,EUCALIPTO 64 nan RIEGO SUR PUEBLA 72150 Puebla
2818,CONSULTORES EN SERVICIOS DE COMPUTO  SA DE CV,27 ORIENTE 204 nan EL CARMEN PUEBLA 72530 Puebla
2819,CRISTALES CONTEMPORANEOS  SA DE CV,25 PONIENTE 4101 nan BELISARIO DOMINGUEZ PUEBLA 72180 Puebla
2820,INQ ASESORES GUBERNAMENTALES  SA DE CV,VIA ATLIXCAYOTL 5208 T2 2101 SAN ANDRES CHOLULA SAN ANDRES CHOLULA 72810 Puebla
2821,ALTA TECNOLOGIA PRECITOOL  SA DE CV,AVENIDA 25 ORIENTE 1823 nan BELLAVISTA PUEBLA 72500 Puebla
2822,GRUPO PHARMACY ANZURES  SA DE CV,10 SUR 3715 nan ANZURES PUEBLA 72530 Puebla
2823,SAGO LOGISTICA INTEGRAL  SA DE CV,RIO PAPAGAYO 6166 B LA HACIENDA PUEBLA 72570 Puebla
2824,OPERADORA TURISTICA DE PUEBLA  SA DE CV,AV JUAREZ 2713 D LA PAZ PUEBLA 72160 Puebla
2825,CARNES Y EMBUTIDOS DELEITA  SA DE CV,CJON 16 DE SEPTIEMBRE 3 nan CENTRO SAN GREGORIO ATZOMPA 74325 Puebla
2826,NIVEL INTERNACIONAL  SA DE CV,C 23 PONIENTE 1104 C nan BARRIO DE SANTIAGO PUEBLA 72410 Puebla
2827,CONARO QUIM  SA DE CV,CAMINO CLAVIJERO 181 A nan FRANCISCO JAVIER CLA PUEBLA 72390 Puebla
2828,CSI PROYECTOS Y CONSTRUCCIONES UNIVERSALES  SA DE CV,PRIV NICOLAS BRAVO 55 nan SAN BERNARDINO TLAXC SAN ANDRES CHOLULA 72820 Puebla
2829,DIPROCISEM  SA DE CV,DE LOS PINOS 21 nan SANTA MARIA XONACATE PUEBLA 72940 Puebla
2830,PLASIDUL Y DISENO  SA DE CV,AVENIDA JOSE LA FRAGUA 8301 LOCAL D SAN JOSE XILOTZINGO PUEBLA 72576 Puebla
2831,GRUPO COMERCIAL SEQUERA  SA DE CV,BENITO JUAREZ 63 nan CENTRO ALTOTONGA 93700 Veracruz
2832,OCP  SA DE CV,BOULEVARD 14 SUR 5544 nan JARDINES DE SAN MANU PUEBLA 72570 Puebla
2833,AUTOS IMPERIAL SA DE CV,21 SUR 501 nan COL LA PAZ PUEBLA 72160 Puebla
2834,VINILOS Y GRAFICOS DIGITALES  SA DE CV,19 SUR 3542 nan LA NORIA PUEBLA 72410 Puebla
2835,DISTRIBUIDOR DE PLAFONES DE TEHUACAN  SA DE CV,BOULEVARD HEROE DE NACOZARI 644 nan CERRITOS TEHUACAN 75731 Puebla
2836,GASTRONOMICA ARAUJO  SA DE CV,PASEO OPERA 4 PB LOC 3 LOMAS DE ANGELOPOLIS SAN ANDRES CHOLULA 72830 Puebla
2837,ENERGIA SOLAR ESTRATEGICA  SA DE CV,13 SUR 505 8 PISO B PUEBLA CENTRO PUEBLA 72000 Puebla
2838,"OLEODINAMICA, SA DE CV",BLVD LIBRAMIENTO CERRO DE SAN JUAN 120 nan REFORMA SUR PUEBLA 72160 Puebla
2839,INDESTEC DE MEXICO  SA DE CV,BOULEVARD HERMANOS SERDAN 45 PISO 8 INT 801 AMOR PUEBLA 72140 Puebla
2840,COMERCIALIZADORA INDUSTRIAL ALIROM SA DE CV,SIERRA PIRINEOS 9001 nan FRACC MARAVILLAS PUEBLA 72220 Puebla
2841,RENTA MAQ RIVAS  SA DE CV,DIAGONAL SANTUARIO 4813 A A MORELOS PUEBLA 72080 Puebla
2842,AVIVA COMERCIAL  SA DE CV,AVENIDA MEXICO PUEBLA 1706 7 CUAUTLANCINGO CUAUTLANCINGO 72700 Puebla
2843,DISTRIBUIDORA DE MATERIALES CASA BLANCA DEL SUR  SA DE CV,CARR VIA CORTA KM 8 5 nan SAN MIGUEL TENANCING TENANCINGO 90880 Tlaxcala
2844,IQUE SIDI CONSTRUCCIONES  SA DE CV,CALZADA REFINERIA SN nan FRANCISCO VILLA SALINA CRUZ 70610 Oaxaca
2845,DOS MIL BUFETE INDUSTRIAL  SA DE CV,REVILLAG 2186 5 CENTRO VERACRUZ VERACRUZ 91700 Veracruz
2846,COMERCIALIZADORA ETG SA DE CV,RICARDO FLORES MAGON 63 nan RICARDO FLORES MAGON VERACRUZ 91900 Veracruz
2847,LOGISTICS LEASING S DE RL DE CV,MONTESINOS 188 C VERACRUZ CENTRO VERACRUZ 91700 Veracruz
2848,DISTRIBUCIONES MOGADEL  SA DE CV,SAN MIGUEL 621 nan SAN BALTAZAR CAMPECHE PUEBLA 72550 Puebla
2849,TRANSPORTADORA CARGOTRACK S DE RL DE CV,PRIVADA 24 A PONIENTE 3703 nan VALLE DORADO PUEBLA 72070 Puebla
2850,J.E. TEXTIL  SA DE CV,HERMANOS SERDAN 694 nan SAN RAFAEL ORIENTE PUEBLA 72020 Puebla
2851,CADI INGENIERIA  SA DE CV,PRIVADA VICTORIA 22 nan U HAB LOS PINOS CUAUTLANCINGO 72730 Puebla
2852,ROBERTO CARRETO MAYORGA E HIJOS SA DE CV,RIO SONORA 1001 nan VISTA HERMOSA ATLIXCO 74218 Puebla
2853,"PEPE PICANTE, SA DE CV",5 DE MAYO 58 nan SAN PABLO XOCHIMEHUACAN PUEBLA 72014 Puebla
2854,"GRUPO HAM ELECTRICA, SA DE CV",MARTIRES DE RIO BLANCO 2 A 2 BODEG II PARQUE INDUSTRIAL CI PUEBLA 72019 Puebla
2855,SERVICIO VIA CORTA  SA DE CV,KM 4#5 CARRETERA VIA CORTA SANTA ANA # PUE SN nan SAN BARTOLOME SAN PABLO DEL MONTE 90970 Tlaxcala
2856,ABACO COMPUTADORAS PARA NEGOCIOS  SA DE CV,AVE REFORMA 3104 nan AMOR PUEBLA 72140 Puebla
2857,TECNOCAPS  SA DE CV,15 PONIENTE 1318 1 SANTA MARIA XIXITLA SAN PEDRO CHOLULA 72760 Puebla
2858,CONSULTORES Y DESARROLLADORES CIVILES SA DE CV,PASEO OPERA 4 BC 04 LOMAS DE ANGELOPOLIS SAN ANDRES CHOLULA 72830 Puebla
2859,INTERNATIONAL MEDICAL DEVICES  SA DE CV,PRIVADA 3 B SUR 4504 nan HUEXOTITLA PUEBLA 72534 Puebla
2860,CONSTRUCTORA J E E YS DE RL DE CV,CALLE SIRIO 15 nan CONCEPCION LA CRUZ SAN ANDRES CHOLULA 72810 Puebla
2861,LAVAEXPORT  SA DE CV,KM 1 CARRETERA A SN BARTOLO TEONTEPEC SIN NUM nan SAN BARTOLO TEONTEPE TEPANCO DE LOPEZ 75809 Puebla
2862,CONFECCIONES DE CALIDAD DE LA SARABIA SA DE CV,8 ORIENTE 111 nan FRANCISCO SARABIA TEHUACAN 75730 Puebla
2863,AUTOSPORT DE TEHUACAN  SA DE CV,AVENIDA DE LA JUVENTUD 907 nan NICOLAS BRAVO TEHUACAN 75790 Puebla
2864,EMFIMIFAR  SA DE CV,16 DE SEPTIEMBRE SIN NUM nan SANTA MARIA LA ALTA TLACOTEPEC DE BENITO JUAREZ 75689 Puebla
2865,GCI MONTAJES DE TEX  SA DE CV,ALBINO LABASTIDA 295 nan EL ARENAL SAN MARTIN TEXMELUCAN 74031 Puebla
2866,GRUPO CONSTRUCTOR TEXMELUCAN  SA DE CV,MIGUEL NAJERA 18 nan CENTRO SAN MARTIN TEXMELUCAN 74000 Puebla
2867,AGROVETERINARIAS DELAHORRO  SA DE CV,REFORMA ORIENTE 306 nan DOMINGO ARENAS SAN MARTIN TEXMELUCAN 74050 Puebla
2868,MATERIALES Y CONSTRUCCIONES DE TETELES  SA DE CV,AV MAXIMINO AVILA CAMACHO 193 nan CENTRO TETELES DE AVILA CASTILLO 73930 Puebla
2869,COMERCIALIZADORA DE ATEMPAN  SA DE CV,CARR FEDERAL PUEBLA TEZIUTLAN 129 KM144600 BUENOS AIRES ATEMPAN 73940 Puebla
2870,TUBOS Y PREFABRICADOS GONZALEZ  SA DE CV,5 DE MAYO 30 nan CENTRO VILLA ALDAMA 91340 Veracruz
2871,CROSS CONFECCIONES  SA DE CV,MIGUEL HIDALGO 503 ######## XIUTUTELCO XIUTETELCO 73970 Puebla
2872,MJC CONFECCIONES  SA DE CV,MORELOS 153 nan AHUATENO TEZIUTLAN 73830 Puebla
2873,"SERVI RENT ARIADME, SA DE CV",HIDALGO 1 101 SOCONUSCO SOCONUSCO 96170 Veracruz
2874,INFOSUR  SA DE CV,PROLONGACION MIGUEL HIDALGO 1817 A EMILIANO ZAPATA ACAYUCAN 96067 Veracruz
2875,"FERRETERIA GOYO, SA DE CV",18 DE OCTUBRE 126 nan BOHEMIA MINATITLAN 96730 Veracruz
2876,VITAL LAB  SA DE CV,MARCO ANTONIO MU#OZ 105 nan TAMARINDO ACAYUCAN 96049 Veracruz
2877,"VIAJES LORIMAR, SA DE CV",BLVD ADOLFO RUIZ CORTINEZ 1202#E E CAZONES POZA RICA DE HIDALGO 93230 Veracruz
2878,ELECTRICA Y ELECTRONICA VIDESA SA DE CV,AVENIDA 2 200 A BENITO JUAREZ POZA RICA DE HIDALGO 93310 Veracruz
2879,DISTRIBUIDORA DOBAR S DE RL DE CV,ABRAHAM LINCON ESQUINA A# LINCON SN nan 27 DE SEPTIEMBRE POZA RICA DE HIDALGO 93320 Veracruz
2880,SOLUCIONES Y SERVICIO PETROLERO  SA DE CV,20 DE NOVIEMBRE 7 nan RUIZ CORTINEZ COATZINTLA 93160 Veracruz
2881,LIMPIEZA Y REMODELACION DE CHIAPAS SA DE CV,CALLE RIZO DE ORO 992 nan PLAN DE AYALA TUXTLA GUTIERREZ 29110 Chiapas
2882,CAFETALES HAMBURGO  SA DE CV,FINCA HAMBURGO CANTON SINAI SN nan CANTON SINAI TAPACHULA 30820 Chiapas
2883,DIA DISE AMBIENTAL  SA DE CV,3A AVENIDA SUR 51 nan TAPACHULA CENTRO TAPACHULA 30700 Chiapas
2884,"R D F VIAJES, SA DE CV",AVENIDA ADOLFO RUIZ CORTINEZ 1300 8 TAB 2000 CENTRO 86035 Tabasco
2885,PROCESOS DE SUPERFICIE  SA DE CV,CALLE VIA 3 126 10 TABASCO 2000 CENTRO 86035 Tabasco
2886,TORNILLERIA EL GRADO SA DE CV,BLVD ADOLFO RUIZ CORTINES 1506 nan ATASTA CENTRO 86100 Tabasco
2887,CONSTRUCCIONES Y SOLUCIONES ECOLOGICAS  SA DE CV,LINDA VISTA 700 nan BENITO JUAREZ SUR COATZACOALCOS 96580 Veracruz
2888,SURISTMO  SA DE CV,IGNACIO ZARAGOZA 300 LOCAL 2 COATZACOALCOS CENTRO COATZACOALCOS 96400 Veracruz
2889,CALIDAD SUPREMA EN CARNES  SA DE CV,FRANCISCO I MADERO 622 1 COATZACOALCOS CENTRO COATZACOALCOS 96400 Veracruz
2890,INDUSTRIAL COMERCIALMEVI  SA DE CV,BELLAVISTA 200 A COATZACOALCOS CENTRO COATZACOALCOS 96400 Veracruz
2891,FDG INMOBILIARIA  SA DE CV,LOPEZ MATEOS 307 nan PETROLERA COATZACOALCOS 96500 Veracruz
2892,CORPORATIVO COMERCIAL Y DE SERVICIOS DELGOLFO  SA DE CV,MANAGUA 35 nan NUEVA MINA MINATITLAN 96760 Veracruz
2893,DTS INGENIERIA SA DE CV,EMILIANO ZAPATA 19 B CERRO ALTO COSOLEACAQUE 96340 Veracruz
2894,PLASTICOS RIVAMAR SA DE CV,CARR TUXPAN TAMPICO KM 6 61 nan UNIVERSITARIA TUXPAN 92850 Veracruz
2895,GASBEL LA PLAYA  SA DE CV,CARRETERA A LA BARRA KM 6 164 nan LA CALZADA TUXPAM 92773 Veracruz
2896,"SUPERSERVICIO HEDAL, SA DE CV",ACCESO CAZONES II 37 nan PLAN DE AYALA TIHUATLAN 92912 Veracruz
2897,TEMECSA TECNICAS ELECTROMECANICAS AVANZADAS  SA DE CV,CALLE AGUSTIN LARA 17 nan REYES HEROLES TUXPAN 92840 Veracruz
2898,OPERADORA DE HOTELESTROPICALES SA DE CV,JUAREZ 44 nan CENTRO TUXPAM 92800 Veracruz
2899,COTEYMA  SA DE CV,CALLE UNO 35 nan JESUS REYES HEROLES TUXPAN 92810 Veracruz
2900,GRUPO COMERCIAL GUERRERO  SA DE CV,DE LAS ESTRELLAS 7 nan HACIENDITA CHILPANCINGO DE LOS BRAVO 39087 Guerrero
2901,GENERICOS DEL SUR SA DE CV,AVENIDA JUAN N ALVAREZ 55 nan CHILPANCINGO DE LOS CHILPANCINGO DE LOS BRAVO 39000 Guerrero
2902,FABRICACION DE EMULSIONES Y PAVIMENTOS DE GUERRERO  SA DE CV,CARR CHILPANCINGO ACAPULCO KM9 900 nan LAS PETAQUILLAS CHILPANCINGO DE LOS BRAVO 39105 Guerrero
2903,ROLIZ CONSTRUCCIONESS DE RL DE CV,CALZADA 1 DE MARZO 100 nan BARRIO NUEVO AYUTLA DE LOS LIBRES 39200 Guerrero
2904,CONSORCIO COMERCIAL ARVI  SA DE CV,CALLE CEDROS MANZANA 9 LOTE 17 nan BRUNO PAGLIAI VERACRUZ 91697 Veracruz
2905,COMERBOM  SA DE CV,VALENTIN GOMEZ FARIAS PTE 520 A nan FRANCISCO MURGIA TOLUCA 50130 Estado de Mexico
2906,"FLEXILAB, SA DE CV",MANUEL SOTELO 520 nan MORELOS 2A SECC TOLUCA 50120 Estado de Mexico
2907,ITOLSA  SA DE CV,ANTIGUO CAMINO AMOMOLULCO OCOY KM18 A SANTA MARIA OCOYOACAC 52740 Estado de Mexico
2908,CORPORATIVO DE TRANSPORTES  SA DE CV,LAGO SAN ANDRES 438 A EL SEMINARIO 4A SECCION TOLUCA 50170 Estado de Mexico
2909,GRUPO SUMITEL ASOCIADOS  SA DE CV,23 DE SEPTIEMBRE 514 nan MORELOS TOLUCA 50120 Estado de Mexico
2910,BG TRANSPORTES SA DE CV,ALFREDO DEL MAZO 121 ALTOS B ATLACOMULCO DE FABEL ATLACOMULCO 50450 Estado de Mexico
2911,KONSTRU IMAGEN SA DE CV,CIRCUITO JORGE JIMENEZ CANTU 1212 nan SAN MARTIN ATLACOMULCO 50450 Estado de Mexico
2912,CONSTRUYE AZUL SA DE CV,CARRETERA CIRCUITO VIAL DOCTOR JORGE JIMENEZ CANTU 1118 nan AMPLIACION LA GARITA ATLACOMULCO 50457 Estado de Mexico
2913,CORPORATIVO PROFESIONAL EN SEGURIDAD PRIVADA DE ATL  SA DE CV,CALLE SAN MARCOS 3 nan SAN MARTIN ATLACOMULCO 50454 Estado de Mexico
2914,"ORME CERAMISTAS, SA DE CV",LOTE 3 E SN nan EL ORO DE HIDALGO EL ORO 50600 Estado de Mexico
2915,PISOS AZULEJOS Y SANITARIOS LEO DE ATLACOMULCO  SA DE CV,LIBRAMIENTO JORGE JIMENEZ CANTU 400 nan SAN MARTIN ATLACOMULCO 50454 Estado de Mexico
2916,TRANSPORTES LACANDONIA  SA DE CV,LIBRAMIENTO SUR ORIENTE 100 nan COQUELEQUIXTAN TUXTLA GUTIERREZ 29090 Chiapas
2917,TUXTLA GUTIERREZ SOFTWARE  SA DE CV,BELISARIO DOMINGUEZ 2320 B LA GRANJA TUXTLA GUTIERREZ 29030 Chiapas
2918,MAQUINADOS INDUSTRIALES VENEGAS  SA DE CV,CARRETERA FEDERAL 180 nan PASO DEL TORO MEDELLIN 94277 Veracruz
2919,CLEANING C 02  SA DE CV,CARR ANTIGUA XALAPA COATEPEC KM 5 nan BRIONES COATEPEC 91500 Veracruz
2920,PROCESO DE INGENIERIA  SA DE CV,PROL  AGUSTIN LARA 47 5 BADILLO XALAPA 91190 Veracruz
2921,TRANS MOTOR DE ORIENTE SA DE CV,MIGUEL ALEMAN 43 nan EXHACIENDA EL LENCERO EMILIANO ZAPATA 91640 Veracruz
2922,CATEL R7 CENTRO DE ATENCION TELEFONICA REGION 7  SA DE CV,5 DE MAYO 212 nan CENTRO MISANTLA 93820 Veracruz
2923,MATERIALES PARA CONSTRUCCION SIMEJA  SA DE CV,SANTOS DEGOLLADO 119 nan CENTRO COATEPEC 91500 Veracruz
2924,EDICIONES ELMIRE S DE RL DE CV,BOULEVARD EUROPA 28 LOCAL 10 RESIDENCIAL MONTE MAGNO XALAPA 91193 Veracruz
2925,ZEOLITAS E INSUMOS NACIONALES  SA DE CV,AV PRINCIPAL 4 PISO 22 PASTORESA XALAPA 91198 Veracruz
2926,DISTRIBUIDORA DE PRODUCTOS APICOLAS NATURALES  SA DE CV,AV CUAUTHEMOC 115 5 CHAPULTEPEC CUERNAVACA 62450 Morelos
2927,CALIDAD TOTAL EN ILUMINACION  SA DE CV,AV DIAZ ORDAZ 108 nan ACAPATZINGO CUERNAVACA 62440 Morelos
2928,VIDAL IMPRESOS S DE RL DE CV,NUEVA ITALIA 4 nan RECURSOS HIDRAULICOS CUERNAVACA 62245 Morelos
2929,"FERRETERIA ZAPATA,  SA DE CV",BOULEVARD CUAUHNAHUAC KM 3#5 nan JIUTEPEC JIUTEPEC 62550 Morelos
2930,MATERIALES AMERICA  SA DE CV,AVENIDA MORELOS SUR 10 nan POLVORIN CUERNAVACA 62076 Morelos
2931,SPUMO COFFEE SYSTEMS  SA DE CV,DIANA 1226 nan DELICIAS CUERNAVACA 62330 Morelos
2932,PINTURAS MABVER S DERL DE CV,CARR MEX CUERN KM 67 53 nan SANTA MARIA AHUACATI CUERNAVACA 62100 Morelos
2933,CARNES Y SUS DERIVADOS YEKACENTRO  SA DE CV,LA PALMA 10 nan YECAPIXTLA YECAPIXTLA 62820 Morelos
2934,CENTRO AUTOMOTRIZ FUTURAMA  SA DE CV,CALZ COLTONGO 155 LOCAL 6 COLTONGO AZCAPOTZALCO 2630 CDMX
2935,POSADA DEL TEPOZTECO SA DE CV,AVENIDA FERNANDO MONTES DE OCA 767 nan CIUDAD CHAPULTEPEC CUERNAVACA 62398 Morelos
2936,VYSAF  SA DE CV,CAMINO VIEJO A CHAMILPA 105 11 CHAMILPA CUERNAVACA 62210 Morelos
2937,ILUMINEL  SA DE CV,CDA HAMBURGO 3 nan TEZONTEPEC CUERNAVACA 62250 Morelos
2938,VALVULAS INDUSTRIALES Y CONEXIONES MINA  SA DE CV,16 DE SEPTIEMBRE 2 nan SAN PEDRO MARTIR COSOLEACAQUE 96340 Veracruz
2939,MANTENIMIENTO INTEGRAL DEL SURESTE Y ASOCIADOS  SA DE CV,HILARIO C SALAS 28 nan LA OAXAQUE#A COSOLEACAQUE 96344 Veracruz
2940,CAJAS Y CARROCERIAS MUOZ  SA DE CV,CARR MEXICO VERACRUZ KM 78 SN nan ALCHICHICA TEPEYAHUALCO 73996 Puebla
2941,ARQUITECTOS ASOCIADOS ZARAMI  SA DE CV,CONDOMINIO MAZATLAN MNZ3 LT8 CASA3 GRANJAS DE MARQUEZ ACAPULCO DE JUAREZ 39906 Guerrero
2942,ACA PROJECT TOURS SA DE CV,AV COSTERA MIGUEL ALEMAN 127 LOCAL 21 MAGALLANES ACAPULCO DE JUAREZ 39670 Guerrero
2943,INDUSTRIAS DE PISOS Y AZULEJOS DE LA SABANA  SA DE CV,AV LAZARO CARDENAS SN nan LA MAQUINA ACAPULCO DE JUAREZ 39800 Guerrero
2944,TRANSPORTES REFACCIONES Y TRACTOPARTES EL FARISEO  SA DE CV,CARR PINOTEPA NACIONAL LT 19 MZ 72 SN 0 LA SABANA ACAPULCO DE JUAREZ 39799 Guerrero
2945,BRISAROMA DE ACAPULCO SA DE CV,CHIHUAHUA 76 nan PROGRESO ACAPULCO DE JUAREZ 39350 Guerrero
2946,CONSTRUCTORA VENTO  SA DE CV,AV COSTERA MIGUEL ALEMAN 90 nan FRACC CLUB DEPORTIVO ACAPULCO DE JUAREZ 39690 Guerrero
2947,RADIO COMUNICACIONESAVANZADAS DE ACAPUL CO SA DE CV,CORAL 10 SIN NUM FRACC FARALLON ACAPULCO DE JUAREZ 39690 Guerrero
2948,TIRES GRUP INTERNACIONAL  SA DE CV,PROL PINOSUAREZ 436 nan LA REJA SANTIAGO DE QUERETARO 76178 Queretaro
2949,FRESADOS Y MAQUINADOS  SA DE CV,HIDALGO OTE 58 nan EL PANTEON LERMA 52000 Estado de Mexico
2950,LAVANDERIA LAVATEL LERMA SA DE CV,DE LAS PARTIDAS  34 MZ CLT nan PARQUE INDUSTRIAL LE LERMA 52000 Estado de Mexico
2951,EXNAC LOGISTICS S DERL DE CV,BENITO JUAREZ SN nan AGRICOLA ANALCO LERMA 52047 Estado de Mexico
2952,COMERCIALIZADORA M2  SA DE CV,CALLE MARIANO MATAMOROS 58 nan LAZARO CARDENAS COATZACOALCOS 96460 Veracruz
2953,PERMALUB  SA DE CV,ADOLFO LOPEZ MATEOS 90 nan SANTA CRUZ DEL ASTILLERO EL ARENAL 45360 Jalisco
2954,MEXICANA DE MOTOS SA DE CV,CUAHTEMOC 517 nan EX#BARRIO TRINIDAD DE LAS HUER OAXACA DE JUAREZ 68120 Oaxaca
2955,CONSTRUCCION TOTAL INTEGRAL VECRA  SA DE CV,JOSE RUMBIA 116 A nan MARTIRES DE RIO BLAN OAXACA DE JUAREZ 68027 Oaxaca
2956,LOPUESA FORRAJES E INSUMOS PARA EL GANADO  SA DE CV,CALLE PROLONGACION DE MORELOS SIN NUME nan SAN SEBASTIAN SAN PABLO ETLA 68258 Oaxaca
2957,CORPORATIVO SALSO SA DE CV,FRAY BARTOLOME 32 nan FRAILE TLALIXTAC DE CABRERA 68270 Oaxaca
2958,PAPELES DE VERACRUZ  SA DE CV,ACACIAS LOTE 6 MZA4 nan TEJERIA VERACRUZ 91697 Veracruz
2959,CAFES ANDRADE SA DE CV,AV LAS PALMAS NUM 2 DPTO 6 BIS SECC A JARDINES DE LAS ANIM XALAPA 91190 Veracruz
2960,INDUSTRIA MUEBLERA FLOMAR SA DE CV,1 DE MAYO 40 nan TORRECILLAS OCOTLAN 47880 Jalisco
2961,MUEBLERA DE OCCIDENTE SA DE CV,MAGNOLIA 48 nan PORVENIR OCOTLAN 47882 Jalisco
2962,GARCIHERRAJES  SA DE CV,CALLE GALEANA 117 nan SANTA ANA TEPETITLAN ZAPOPAN 45230 Jalisco
2963,PROTOQUIMICA  SA DE CV,ALLENDE 190 nan AGUA BLANCA INDUSTRI ZAPOPAN 45235 Jalisco
2964,GM&AJ CONSTRUCCIONES SA DE CV,VICTORIANO SALADO ALVAREZ 82 nan LADRON DE GUEVARA GUADALAJARA 44600 Jalisco
2965,VENTAJA DE NEGOCIACION  SA DE CV,ESMERALDA 2778 7 RESIDENCIAL VICTORIA ZAPOPAN 45089 Jalisco
2966,CONVERGENCIA TECNOLOGICA DE OCCIDENTE  SA DE CV,CAMINO REAL A COLIMA 546 nan LOS GAVILANES TLAJOMULCO DE ZU#IGA 45645 Jalisco
2967,THORCORP  SA DE CV,CALLE INDUSTRIA ELECTRICA 26 02:00 a. m. PARQUE INDUSTRIAL BU TLAJOMULCO DE ZU#IGA 45645 Jalisco
2968,GASOLINERA DIAL  SA DE CV,PROLONGACION LOPEZ MATEOS SUR 8007 nan TLAJOMULCO DE ZUNIGA TLAJOMULCO DE ZU#IGA 45645 Jalisco
2969,MIRANDA MORTERA Y COMPAIA  SA DE CV,CALLE ORQUIDEA 3143 nan LOMA BONITA EJIDAL SAN PEDRO TLAQUEPAQUE 45608 Jalisco
2970,COMERCIALIZADORA DE ALUMINIO DE AMERICA  SA DE CV,CALLE PELICANO 1979 nan DEL FRESNO 1A SECCIO GUADALAJARA 44900 Jalisco
2971,TELE RADIO COMERCIAL SA DE CV,AVENIDA BENITO JUAREZ 9 nan CENTRO SAN ANDRES TUXTLA 95700 Veracruz
2972,SALAS Y DISEOS ACTUALES S DE RL DE CV,ELIGIO VALENCIA 8 nan ANEXA DURANGO TIJUANA 22117 Baja California
2973,INMUEBLES DETKO S DERL DE CV,CALLE DIEGO RIVERA 2339 nan ZONA URBANA RIO TIJU TIJUANA 22010 Baja California
2974,THE PHARMA DEPOT SA DE CV,BOULEVARD INSURGENTES 1000 23 LOS ALAMOS TIJUANA 22110 Baja California
2975,NORTHLAND IMPORTS SA DE CV,CARRETERA AEROPUERTO 404 nan GARITA OTAY TIJUANA 22430 Baja California
2976,BODEGON DE FABRICAS DE AZULEJOS Y PISOS  SA DE CV,SALINAS 4601 nan AVIACION TIJUANA 22420 Baja California
2977,PROMOCIONES TURISTICAS BAJA  SA DE CV,VIA RAPIDA PONIENTE 11129 nan ZONA URBANA RIO TIJU TIJUANA 22010 Baja California
2978,REFACCIONES Y ACCESORIOS LOUBET SA DE CV,C M SAN IGNACIO 10716 nan ZNA URBANA RIO TIJUA TIJUANA 22010 Baja California
