,nombre,direccion
770,"RAYMI AUTOMOTRIZ, SA DE CV",MELCHOR OCAMPO 4 nan LEANDRO VALLE TLALNEPANTLA DE BAZ 54040 Estado de Mexico
771,COMMERCIAL MEDIA BIZCOM  SA DE CV,AV PASEO DE LAS PALMAS 731 nan LOMAS DE CHAPULTEPEC I SECCION MIGUEL HIDALGO 11000 CDMX
772,SPRAYER INTERNACIONAL  SA DE CV,AV SANTA FE 170 4306 SANTA FE ALVARO OBREGON 1210 CDMX
773,REFACCIONES JORS@ SA DE CV,CALZ IGNACIO ZARAGOZA 309 nan IGNACIO ZARAGOZA VENUSTIANO CARRANZA 15000 CDMX
774,INTEGRAL HEALTH SERVICES  SA DE CV,AV MIGUEL BERNARD 555 ED 1  PB 101 nan LA ESCALERA GUSTAVO A MADERO 7320 CDMX
775,FRIDMAN Y VALLS  SA DE CV,BOSQUE DE CIRUELOS 190 B 401 BOSQUE DE LAS LOMAS MIGUEL HIDALGO 11700 CDMX
776,EXCEL INK  SA DE CV,GALEANA 271 nan INDEPENDENCIA ENSENADA 22840 Baja California
777,NUTRIEQUIPOS INOXIDABLES  SA DE CV,TETRAZZINI 211 2 VALLEJO GUSTAVO A MADERO 7870 CDMX
778,"MOVIMATERIALES, SA DE CV",AV CUITLAHUAC 3124 nan COL CLAVERIA AZCAPOTZALCO 2080 CDMX
779,INTER STORE SYSTEMS  SA DE CV,PONIENTE 54 3701 5 OBRERO POPULAR AZCAPOTZALCO 2840 CDMX
780,GRUPO IVANHOE  SA DE CV,SALAMANCA 87 PISO 1 ROMA NORTE CUAUHTEMOC 6700 CDMX
781,TRES PUNTO UNO SOLUTIONS  SA DE CV,PUEBLA 6 nan MEXICO NUEVO ATIZAPAN DE ZARAGOZA 52966 Estado de Mexico
782,TRANSPORTES TRONXWA  SA DE CV,PRADO DE LAS AZUCENAS 332 nan PRADOS TEPEYAC ZAPOPAN 45050 Jalisco
783,THE PIXELS ANIMATIONSTUDIOS  SA DE CV,CICERON 711 nan POLANCO MIGUEL HIDALGO 11560 CDMX
784,IMAGEN Y TRADE MKT  SA DE CV,HERIBERTO FRIAS 1439 401 DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
785,GRUPO ARRABIATO  SA DE CV,MELCHOR OCAMPO 36 nan EL TRIUNFO IZTAPALAPA 9430 CDMX
786,GLOBAL SECURITY SOLUTIONS  SA DE CV,TLACOTALPAN 131 nan ROMA SUR CUAUHTEMOC 6760 CDMX
787,ABA-MEXA  SA DE CV,JALISCO 206 nan PARAJE ZACATEPEC IZTAPALAPA 9560 CDMX
788,CRETTASBS  SA DE CV,LAGO ANDROMACO 53 TORRE ZURICH 601 A AMPLIACION GRANADA MIGUEL HIDALGO 11529 CDMX
789,GRUPO INTAC  SA DE CV,PERIFERICO SUR 3343 PTA BAJA SAN JERONIMO LIDICE LA MAGDALENA CONTRERAS 10200 CDMX
790,INGENIERIA EN SISTEMAS ARROYO  SA DE CV,OREGON 722 nan DEL VALLE BENITO JUAREZ 3100 CDMX
791,MACANFU  SA DE CV,NEWTON 257 304 CHAPULTEPEC MORALES MIGUEL HIDALGO 11570 CDMX
792,"GRUPO MARCATEX, SA DE CV",AVENIDA ENRIQUE RAMIREZ MIGUEL 1000 220 LAS AMERICAS MORELIA 58270 Michoacan
793,"KIMPACK MFG CO, SA DE CV",PALMA 39 nan SAN ANTONIO CHALCO 56600 Estado de Mexico
794,SOPORTE DINAMICO INDUSTRIAL  SA DE CV,ZONA PONIENTE 510 SN CHAPULTEPEC SAN NICOLAS DE LOS GARZA 66450 Nuevo Leon
795,INDUSTRIAS SKANOR SA DE CV,PASEO DE LAS PALMAS 751 LOC 1 LOMAS BARRILACO MIGUEL HIDALGO 11010 CDMX
796,PRODUCTOS PERLA  SA DE CV,IGNACIO RAMIREZ 179 nan STA ROSA LOS CABOS 23400 Baja California Sur
797,KAPOK INTERNATIONAL  SA DE CV,AV CHAPULTEPEC 157 601 JUAREZ CUAUHTEMOC 6600 CDMX
798,MUEBLERIAS ISSA DE CHIHUAHUA  SA DE CV,CALLE 1A Y AV 2A NTE SN nan CIUDAD DELICIAS CENT DELICIAS 33000 Chihuahua
799,SISTEMAS DE IMPRESION Y GESTION DOCUMENTAL  SA DE CV,AVENIDA  VALENTIN FUENTES 2104 2 LA FUENTE JUAREZ 32370 Chihuahua
800,GRUAS Y MANIOBRAS GARCIA  SA DE CV,CONSTITUYENTES DE QUERETARO 195 nan LAGRANGE SAN NICOLAS DE LOS GARZA 66490 Nuevo Leon
801,TIFERET HAI  SA DE CV,CALLE SAN FRANCISCO 101 PISO 3 INDUSTRIAL ALCE BLAN NAUCALPAN DE JUAREZ 53370 Estado de Mexico
802,IMPORTACIONES Y EXPORTACIONES LATI SA DE CV,SAN ANTONIO TOMATLAN 35 B nan CENTRO AREA 1 CUAUHTEMOC 6000 CDMX
803,AGENCIA DE VIAJES ARAVIA  SA DE CV,PRL 5 DE MAYO 742 LOC 15 COMISION FEDERAL DE TOLUCA 50150 Estado de Mexico
804,EGH  SA DE CV,AV CHAPULTEPEC 431 PISO 1 JUAREZ CUAUHTEMOC 6600 CDMX
805,DEBBIE & DAN  SA DE CV,ACAPULCO 35 606 ROMA NORTE CUAUHTEMOC 6700 CDMX
806,MDO PUBLICIDAD  SA DE CV,PIEDRAS NEGRAS 9 nan ROMA SUR CUAUHTEMOC 6760 CDMX
807,PROFESIONALES DP Y CP S DE RL DE CV,MEDELLIN 279 nan ROMA SUR CUAUHTEMOC 6760 CDMX
808,TECNOLOGIA DIGITAL SIGLO XXI  SA DE CV,ADOLFO LOPEZ MATEOS 9 nan EL PARQUE NAUCALPAN 53398 Estado de Mexico
809,"PYB, SA DE CV",RIO ACTOPAN 14 nan PASEOS DE CHURUBUSCO IZTAPALAPA 9030 CDMX
810,HOSPITAL MATERNO INFANTIL XALCO SA DE CV,PORVENIR SN nan CENTRO CHALCO 56600 Estado de Mexico
811,MBF DISEOS  SA DE CV,CALLE 11 92 nan SAN JUAN XALPA IZTAPALAPA 9850 CDMX
812,PRODUCCION Y EQUIPOSAUDIOVISUALES PARA EVENTOS  SA DE CV,PROLONGACION IGNACIO ALDAMA 565 nan TEPEPAN XOCHIMILCO 16020 CDMX
813,GRUPO GESAC  SA DE CV,CALLEJON CANDELARITA 1 nan CENTRO AREA 7 CUAUHTEMOC 6070 CDMX
814,AZULEJOS CONTEMPORANEOS DE CUAUTLA SA DE CV,JOSE PERDIZ 33 nan CENTRO CUAUTLA 62740 Morelos
815,URBAFORM  SA DE CV,MARGARITAS MZ 35 LT 7 EJIDOS DE SAN PEDRO TLALPAN 14640 CDMX
816,"DASOFT, SA DE CV",AVENIDA COYOACAN 1622 EDIF 2 AMORESPB DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
817,COMERCIALIZADORA BLANCO SA DE CV,IGNACIO ALLENDE 520 SN COL CENTRO LA PAZ 23000 Baja California Sur
818,GSB PERFORMANCE  SA DE CV,MEXICO COOPERATIVO 35 SN MEXICO NUEVO ATIZAPAN DE ZARAGOZA 52966 Estado de Mexico
819,"POLYVISA, SA DE CV",CALLE CUATRO 370 nan AGRICOLA PANTITLAN IZTACALCO 8100 CDMX
820,OPERADORA ALPRI  SA DE CV,AVENA 209 206 GRANJAS MEXICO IZTACALCO 8400 CDMX
821,INSTRUMENTACIONES INTERNACIONALES  SA DE CV,BERLIN 119 nan VALLE DORADO TLALNEPANTLA 54020 Estado de Mexico
822,INGENIERIA REMODELACION Y CONSTRUCCION ITZEPA  SA DE CV,FRANCISCO I MADERO 34 303 CENTRO CUAUHTEMOC 6000 CDMX
823,COMERCIALIZADORA DE SERV IND Y SUMINISTROS FH  SA DE CV,JAVIER MARTINEZ 814 1 ESCUADRON 201 IZTAPALAPA 9060 CDMX
824,KIRKLAM SEGURIDAD PRIVADA  SA DE CV,GRAL PEDRO ANTONIO DE LOS SANTOS 85 nan SAN MIGUEL CHAPULTEPEC MIGUEL HIDALGO 11850 CDMX
825,GRUPO MATBER  SA DE CV,FRIDA KAHLO 195 702 DEL VALLE SECT ORIEN SAN PEDRO GARZA GARCIA 66269 Nuevo Leon
826,FRACELLO  SA DE CV,FILIPINAS 206 3 PORTALES BENITO JUAREZ 3300 CDMX
827,GRUPO INTRELURVI  SA DE CV,CLL JOSE ANTONIO TORRES 823 DEP 102 VIADUCTO PIEDAD IZTACALCO 8200 CDMX
828,SOLIDA INTEGRA SA DE CV,GOMEZ PALACIO 1111 nan VICTORIA DE DURANGO CENTRO DURANGO 34000 Durango
829,PRODUCTOS SELECTOS DON CRUZ SA DE CV,BLOCK B BODEGA 5 SN nan GUADALUPE DURANGO 34220 Durango
830,SERVICIOS DE SEGURIDAD PRIVADA Y CONSULTORIA PARA P  SA DE CV,JESUS VIRCHIZ MANZANA A LOTE 13 107 CENTRO URBANO CUAUTITLAN IZCALLI 54700 Estado de Mexico
831,TECNOINDUSTRIAS PADILLA  SA DE CV,DR BARRAGAN 336 nan DOCTORES CUAUHTEMOC 6720 CDMX
832,FUNDICIONES ALTZAIRU SA DE CV,HERMENEGILDO GALEANA 3 nan SAN JUAN IXHUATEPEC TLALNEPANTLA DE BAZ 54180 Estado de Mexico
833,COMERCIAL PIEDRAS NEGRAS SA DE CV,E CARRANZA 1213 nan BUENA VISTA NORTE PIEDRAS NEGRAS 26040 Coahuila
834,PROMOTION OPERADORA DE PROMOCIONES SA DE CV,COLON OTE 3820 nan AGRICOLA MONTERREY 64590 Nuevo Leon
835,TALLER MELENDEZ Y HERMANOS SA DE CV,PRIVADA JUAN ESCUTIA 405 1 NOMBRE DE DIOS CHIHUAHUA 31110 Chihuahua
836,EUROTRONICS  SA DE CV,GENERAL MARIANO ARISTA 54 10 ARGENTINA PONIENTE MIGUEL HIDALGO 11230 CDMX
837,INGENIO ULTRASONICO SALUS  SA DE CV,ZOLTAN KODALY 86 3 SAN SIMON TOLNAHUAC CUAUHTEMOC 6920 CDMX
838,HILMART ADITIVOS PARA LA CONSTRUCCION SA DE CV,HIDALGO 61 nan EL TANQUE LA MAGDALENA CONTRERAS 10320 CDMX
839,MUNDO DE INTERIORES  SA DE CV,AV PROLONGACION PASEO DE LA REFORMA 400 LOCSA18 SANTA FE ALVARO OBREGON 1210 CDMX
840,"GREGORIO GRIMALDO, SA DE CV",CALLE 2 557 nan COL FRANCISCO I MADE MIGUEL HIDALGO 11480 CDMX
841,COINCAT  SA DE CV,CALLE CERRO CHICO 105 nan COLINAS DEL PADRE 2DA SECC ZACATECAS 98085 Zacatecas
842,"PC LINE, SA DE CV",MANUEL CANO 71 nan FUENTES DE VALLADOLID MORELIA 58178 Michoacan
843,TAXI AEREO DE MORELIA SA DE CV,KM 27 CARR MORELIA ZINAPECUARO SN nan ALVARO OBREGON ALVARO OBREGON 58920 Michoacan
844,GRUPO FAGUI  SA DE CV,CARRETERA CONOCIDO SN nan SAN JOAQUIN MORELOS TLALPUJAHUA 61072 Michoacan
845,"PROGRAPHIC, SA DE CV",JULIAN CARRILLO 230 nan DEL VALLE SAN LUIS POTOSI 78200 San Luis Potosi
846,"ESTOPAS DE CALIDAD,  SA DE CV",JOSE DE GALVEZ 218 nan VILLAS DEL POTOSI SOLEDAD DE GRACIANO SANCHEZ 78438 San Luis Potosi
847,INSTALACIONES ASESORIA Y CONSTRUCCION SASER  SA DE CV,MANUEL VARELA 371 nan IGNACIO ZARAGOZA MORELIA 58110 Michoacan
848,MEDICA D  SA DE CV,LAGO PEYPUS 231 1ER PISO ANAHUAC I SECCION MIGUEL HIDALGO 11320 CDMX
849,4PRESS  SA DE CV,AVENIDA SAN ISIDRO 50 nan SAN FRANCISCO TETECA AZCAPOTZALCO 2730 CDMX
850,ESPACIOS PARA PUBLICIDAD  SA DE CV,HACIENDA MAZATEPEC 116 nan RINCONADA COAPA 1A SECCION TLALPAN 14330 CDMX
851,J.M. ARQUITECTOS Y ASOCIADOS  SA DE CV,AV MEXICO 121 CASA A AGRICOLA PANTITLAN IZTACALCO 8100 CDMX
852,RECUPERADORA DE CHATARRA MAR  SA DE CV,AV ANILLO DE CIRCUNVALACION MZ27 LT290 ZONA URBANA EJIDAL S IZTAPALAPA 9570 CDMX
853,TEJAS Y MAS  SA DE CV,L CARDENAS 434 nan PUREPERO DE ECHAIZ PUREPERO 58760 Michoacan
854,BM EDIFICACIONES Y PROYECTOS  SA DE CV,GONZALEZ LOBO 799 nan REPUBLICA ORIENTE SALTILLO 25280 Coahuila
855,"KRISTAL CANCELERIA, SA DE CV",CORONA PTE 665 nan SALTILLO CENTRO SALTILLO 25000 Coahuila
856,FLEXOPRESS  SA DE CV,HAMBURGO 1272 nan VIRREYES OBRERA SALTILLO 25220 Coahuila
857,RESTAURANT LOS CORRALES  SA DE CV,FRONTERA 600 nan GUADALUPE MONCLOVA 25750 Coahuila
858,GENESIS ASESORIA Y SERVICIOS  SA DE CV,CIRCUNVALACION DIVISION DEL NTE 688 nan JARDINES ALCALDE GUADALAJARA 44298 Jalisco
859,PUENTES Y MANIOBRAS  SA DE CV,HACIENDA DEL MONTE PONIENTE 96 PB HACIENDA REAL TONALA 45426 Jalisco
860,GALINDO TASADORES S DE RL DE CV,NAJERA HERRERA 1742 nan MEZQUITAN COUNTRY GUADALAJARA 44260 Jalisco
861,SOLUCIONES INTEGRALES MEDICAS  SA DE CV,PABLO PICASSO 513 nan JARDINES DE ORIENTE LEON 37257 Guanajuato
862,COMERCIALIZADORA QUALITY HEALTH  SA DE CV,AV LA CALMA 3483 nan LA CALMA ZAPOPAN 45070 Jalisco
863,BEAUTIX  SA DE CV,AV CARLOS CANSECO 5991 LOCAL 1 MARINA MAZATLAN MAZATLAN 82103 Sinaloa
864,CONSOLIDADOS Y TRANSPORTES EXPRESS DE MANZANILLO  SA DE CV,CALZ DEL CAMPESINO 134 nan EL MORALETE COLIMA 28060 Colima
865,TAP LOGISTICA  SA DE CV,BLVD MIG DE LA MADRID HURTADO 426 nan TAPEIXTLES MANZANILLO 28239 Colima
866,"BEEF MARKET TIF,  SA DE CV",ATLANTICO 2 nan DEL MAR MANZANILLO 28218 Colima
867,MICAZA  SA DE CV,FEDERICO DEL TORO 829 nan MANSIONES DEL REAL CIUDAD GUZMAN 49010 Jalisco
868,PLAZA DEL RIO  SA DE CV,HIDALGO 116 nan PUERTO VALLARTA CENT PUERTO VALLARTA 48300 Jalisco
869,LUNG HEING  SA DE CV,BLV LIC GUSTAVO DIAZ ORDAZ 1148 nan JARDINES DE IRAPUATO IRAPUATO 36660 Guanajuato
870,COMERCIALIZADORA Y MAQUINADOS JL  SA DE CV,AVENIDA OLIVOS 215 nan JARDINES DE LA CRUZ AGUASCALIENTES 20250 Aguascalientes
871,TURIPAQUETES  SA DE CV,BOULEVARD JOSE MARIA CHAVEZ 123 L31 PB ZONA CENTRO AGUASCALIENTES 20000 Aguascalientes
872,FERRETERIA PLASCENCIA  SA DE CV,SALIDA DE LOS GOMEZ 102 nan EL DURAZNAL LEON 37320 Guanajuato
873,CORPORATIVO PROCURE DE PROTECCION SA DE CV,VALLE DE SENORA 122 nan VALLE DEL CAMPESTRE LEON 37150 Guanajuato
874,"DISENOS D ALBA, SA DE CV",RAMON CORONA 131 nan EL ROSARIO ENCARNACION DE DIAZ 47270 Jalisco
875,BIG ESPINOZA  SA DE CV,CALZ SUAVE PATRIAS 30 nan JEREZ CENTRO JEREZ 99300 Zacatecas
876,VINY TEC  SA DE CV,SAN ROQUE 65 nan LOS FRESNOS QUERETARO 76150 Queretaro
877,PROYECTOS DE INGENIERIA EDIFICACION Y OBRAS  SA DE CV,TECAMACHALCO 107 nan LA PAZ PUEBLA 72160 Puebla
878,AGUAS DE ISRAEL  SA DE CV,CALLE 5 B SUR 5510 nan VILLA ENCANTADA PUEBLA 72440 Puebla
879,SOLUCIONES GLOBALES DE CALIDAD Y SERVICIO DE PUEBLA  SA DE CV,CLL 33 SUR 3512 EDI 2 A HEROICA PUEBLA DE ZA PUEBLA 72400 Puebla
880,ALQUERIA DE CARRION  SA DE CV,NICOLAS BRAVO 2 nan ATLIXCO CENTRO ATLIXCO 74200 Puebla
881,FUNDICION DE PIEZAS METALICAS DE ORIENTE SA DE CV,CORREGIDORA 24 nan MIRAVALLE PUEBLA 72014 Puebla
882,ALUMEDEX  SA DE CV,AVENIDA VIOLESTAS 212 nan BUGAMBILIAS PUEBLA 72580 Puebla
883,GASOLINERA LOS ANGELES DE HUEJOTZINGO  SA DE CV,BV FORJADORES DE PUEBLA KM107 4 nan SANTIAGO MOMOXPAN SAN PEDRO CHOLULA 72775 Puebla
884,VETERINARIA NUEZ DEPOZA RICA  SA DE CV,6 NTE 20 nan OBRERA POZA RICA DE HIDALGO 93260 Veracruz
885,DISTRIBUIDORA ELECTRICA DE ATLACOMULCO  SA DE CV,HIDALGO 26 nan CENTRO ATLACOMULCO 50450 Estado de Mexico
886,AGUA ELECTROPURIFICADA JOJUTLA  SA DE CV,MIGUEL HIDALGO 401 nan CUAUHTEMOC JOJUTLA 62900 Morelos
887,DULCES MIXTOS DE B CS DE RL DE CV,ARANJUEZ 22749 3 VILLAFONTANA TIJUANA 22205 Baja California
888,ARQHEX  SA DE CV,BLVD DIAZ ORDAZ 918  GUILLEN TIJUANA 22106 Baja California
889,SERVICIOS LA JOLLA  SA DE CV,BLVD DIAZ ORDAZ 17801 100 LA JOYA TIJUANA 22645 Baja California
890,SUINSA INDUSTRIAL SUPPLY  SA DE CV,MISION STO TOMAS 18404 204 KINO TIJUANA 22223 Baja California
891,CONSTRUCTORA ANAMARK SA DE CV,AVENIDA MICHOACAN 221 nan SAN BENITO HERMOSILLO 83190 Sonora
892,REYES TIENDA VAQUERA SA DE CV,JUAREZ 27 nan CENTRO HERMOSILLO 83000 Sonora
893,TRANSERVICIOS TERRESTRES 2 PJ  SA DE CV,SIERRA  BONITA ESTE 13 nan SIERRA VISTA HERMOSILLO 83147 Sonora
894,ALSO MONTACARGAS Y EQUIPOS  SA DE CV,LUZ VALENCIA 786 nan MINIPARQUE INDUSTRIA HERMOSILLO 83118 Sonora
895,"ALFA MOTRIZ, SA DE CV",CARR JOROBAS TULA KM 32 5 SN nan EL LLANO 2DA SECC TULA DE ALLENDE 42800 Hidalgo
896,"ZAPATERIAS COLONIAL, SA DE CV",HIDALGO SN nan TULA DE ALLENDE CENTRO TULA DE ALLENDE 42800 Hidalgo
897,ELECTROMECANICA TOLLAN  SA DE CV,BOULEVARD VALLE DE SAN JAVIER 903 3ER PISO VALLE DE SAN JAVIER PACHUCA DE SOTO 42086 Hidalgo
898,ESIM ELECTROTECNIA YSERVICIOS DE INGENI ERIA  SA DE CV,AGUSTIN MELGAR 24 nan EL PLAN TULA DE ALLENDE 42830 Hidalgo
899,POWERSTEIN  SA DE CV,RIO MISSISSIPPI OTE 323 nan DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
900,QUALITY CONCRETE ECNOBA  SA DE CV,AV INSURGENTES SUR 1783 102 GUADALUPE INN ALVARO OBREGON 1020 CDMX
901,DISTRIBUIDORA MARCORO DEL SURESTE  SA DE CV,CALLE 57 510 1 MERIDA CENTRO MERIDA 97000 Yucatan
902,GRAN DIVERSION SA DE CV,IGNACIO ZARAGOZA MZ 19 LT 10 nan IGNACIO ALLENDE ECATEPEC DE MORELOS 55149 Estado de Mexico
903,J J XOOL ORDOEZ  SA DE CV,C 10 512 nan CORTES SARMIENTO MERIDA 97168 Yucatan
904,INGENIERIA Y CONSTRUCCIONES ELECTRICO INSTRUMENTOS  SA DE CV,ORQUIDEA 1710 nan LAS MARGARITAS ALTAMIRA 89604 Tamaulipas
905,GRUPO INTERVENTAS SA DE CV,CIRCUITO CENTRAL 160 nan PARQUE INDUSTRIAL LA GOMEZ PALACIO 35078 Durango
906,TOROSQUI  SA DE CV,CALLE 4 124   A nan RUSTICA XALOSTOC ECATEPEC DE MORELOS 55340 Estado de Mexico
907,PROCESADORA INDUSTRIAL DE MUEBLES  SA DE CV,AVE HIDALGO NTE 1800 nan GLORIA MENDIOLA LINARES 67715 Nuevo Leon
908,TRANSPORTES MINEROS DE COAHUILA SA DE CV,LIBRAMIENTO CARLOS SALINAS DE GORTARI KM 1 5 KM 1 5 COL ASTURIAS MONCLOVA 25790 Coahuila
909,CONTRAKTOR INGENIEROS  SA DE CV,NELSON 421 102 RESIDENCIAL JUAN MANUEL GUADALAJARA 44680 Jalisco
910,SOL REY INSTALACIONES  SA DE CV,EMILIANO ZAPATA 39 nan SAN JOSE DEL QUINCE EL SALTO 45680 Jalisco
911,REFACCIONES HIDRAULICAS DE OCCIDENTE SA DE CV,SOLIDARIDAD IBEROAMERICANA 2855 nan LAS PINTITAS EL SALTO 45693 Jalisco
912,CONSTRUSISTEMAS SUSTENTABLES GH  SA DE CV,AVENIDA PROLONGACION AVENIDA COLON SUR 6154 nan SANTA MARIA TEQUEPEX SAN PEDRO TLAQUEPAQUE 45601 Jalisco
913,OPERADORA MEXICANA DE VIDEOJUEGOS  SA DE CV,COLON 1843 nan MORELOS GUADALAJARA 44910 Jalisco
914,DISTINCION EN COLCHONES SA DE CV,PEDRO LANDAZURI 733 nan INDEPENDENCIA ORIENTE GUADALAJARA 44340 Jalisco
915,SEDA AUTO PARTES DE COLISION  SA DE CV,GANTE 642 nan SAN CARLOS GUADALAJARA 44460 Jalisco
916,ENERGYMET TRANSFORMACION DE ENERGIAS RENOVABLES  SA DE CV,ANITA CASTRO 125 nan CERRITO DE JEREZ LEON 37530 Guanajuato
917,TRANSPORTES BSJ  SA DE CV,CARR TECOMAN LA ESTACION KM 1PTO5 SN nan MIGUEL HIDALGO TECOMAN 28110 Colima
918,CYPRO ALIMENTOS  SA DE CV,KM 6 CARRETERA TECOMAN CHANCHOPA SN nan CHANCHOPA TECOMAN 28945 Colima
919,GUBIZI  SA DE CV,AVENIDA DEL RIO ED 58 C 305 VILLA COAPA TLALPAN 14390 CDMX
920,S R C OPROMEX  SA DE CV,CUAUHTEMOC 14 BIS nan SAN MATEO XALPA XOCHIMILCO 16800 CDMX
921,35 AM S DE RL DE CV,PATRIOTISMO 229 PISO 8 SAN PEDRO DE LOS PINOS BENITO JUAREZ 3800 CDMX
922,SERVICIOS.EMPRESARIALES BONILLA  SA DE CV,REPUBLICA DE BOLIVIA 33 4 INT 6 CENTRO AREA 3 CUAUHTEMOC 6020 CDMX
923,MERCADO DE PAPAS  SA DE CV,AV LOS ANGELES 1000 B 04:00 a. m. GARZA CANTU SAN NICOLAS DE LOS GARZA 66480 Nuevo Leon
924,DISEO ALTERNATIVO  SA DE CV,16 DE SEPTIEMBRE 508 nan CONTADERO CUAJIMALPA DE MORELOS 5500 CDMX
925,PASTELERIA LA SALLE  SA DE CV,NAZARIO S ORTIZ GARZA 2880 nan LOS LAGOS SALTILLO 25253 Coahuila
926,SUPERCEL DEL NORTE  SA DE CV,ANTONIO DE MONTES 6509 nan PANAMERICANA CHIHUAHUA 31107 Chihuahua
927,CUBIERTAS Y ENTREPISOS METALICOS  SA DE CV,CLL ZEMPOALTEPETL 12 nan VOLCANES NEZAHUALCOYOTL 57450 Estado de Mexico
928,DISENOS Y DECORACIONES DE BARBARA  SA DE CV,AV LERDO 744 nan PRIMERA SECCION MEXICALI 21100 Baja California
929,OFIMUEBLEMEX  SA DE CV,TRIGO 191 B nan GRANJAS ESMERALDA IZTAPALAPA 9810 CDMX
930,UNITALY PRESS SERVICE  SA DE CV,LERDO 5 NAVE 3 SANTA CRUZ DE ARRIBA TEXCOCO 56120 Estado de Mexico
931,PURA CEPA IMPORT EXPORT  SA DE CV,CALLE ACCESO MZA 61 LT 61 BOG 22 SM 301 BENITO JUAREZ 77560 Quintana Roo
932,CONCRETOS Y ESTRUCTURAS SOTO  SA DE CV,CORREGIDORA SUR 1176 nan COL ANAHUAC AHOME 81280 Sinaloa
933,CONSTRUCTORA TOGASA  SA DE CV,AV 3A PONIENTE 306 nan SECTOR PONIENTE DELICIAS 33000 Chihuahua
934,AGROCAMPO PENINSULAR  SA DE CV,CALLE 54A X 65 Y 67 501J nan MERIDA CENTRO MERIDA 97000 Yucatan
935,LIMPIEZA EMPRESARIALJIMAR  SA DE CV,AMACUZAC 30 nan SAN ANDRES TETEPILCO IZTAPALAPA 9440 CDMX
936,RANCHO KRONOS  SA DE CV,MARICHE SN nan GANADERA EMILIANO ZAPATA 86980 Tabasco
937,MGM TECNOLOGIA DE IMPRESION  SA DE CV,AV IGNACIO ZARAGOZA 413 B CENTRO COATZACOALCOS 96400 Veracruz
938,GRUPO BG5  SA DE CV,BOULEVARD GENERAL JUAN ALVAREZ KM 2370 SN nan PARAJE EL JAPON ATOYAC DE ALVAREZ 40930 Guerrero
939,FLORERIA SAN FELIPE S DE RL DE CV,CJON DE LOS SUSPIROS 101 nan CAMPESTRE LA ROSITA TORREON 27250 Coahuila
940,COMPAIA INTERNACIONAL DE LUBRICANTES  SA DE CV,CALLE 8 2698 nan ZONA INDUSTRIAL GUADALAJARA 44940 Jalisco
941,"VIVERES EL MOLINO, SA DE CV",TAMEMES 69 nan CENTRAL DE ABASTO IZTAPALAPA 9030 CDMX
942,PROVEEDORA DE INSUMOS METALICOS  SA DE CV,INDEPENDENCIA 7 nan TLALTEPAN CUAUTITLAN 54800 Estado de Mexico
943,INTERNACIONAL DE SERVICIOS GRAFICOS  SA DE CV,MORELOS 555 A EL VERGEL IZTAPALAPA 9880 CDMX
944,COMERCIALIZADORA COFLI SA DE CV,MANDUJANO 71 nan SAN BARTOLO ATEPEHUACAN GUSTAVO A MADERO 7730 CDMX
945,UROLOGIA LATINOAMERICANA SA DE CV,CORONA BOREAL 70 nan PRADO CHURUBUSCO COYOACAN 4230 CDMX
946,VIAJES BARCELO INTERNACIONAL  SA DE CV,HAMBURGO 206 203 JUAREZ CUAUHTEMOC 6600 CDMX
947,CONSTRUCTORA TEXOPILLI  SA DE CV,27 DE SEPTIEMBRE 69 nan JUAREZ TEJUPILCO 51412 Estado de Mexico
948,EMBOTELLADORA SOTO DE CHIHUAHUA  SA DE CV,AV DE LAS INDUSTRIAS 6701 7 NOMBRE DE DIOS CHIHUAHUA 31110 Chihuahua
949,GRAFFITI DIGITAL  SA DE CV,LA BUFADORA 3135 A MINERAL DE SANTA FE TIJUANA 22416 Baja California
950,COMPUESTOS Y ADITIVOS SA DE CV,JALISCO SN BODEGA 3 CENTRO CAJEME 85000 Sonora
951,IBERO GAS DE AGUA PRIETA  SA DE CV,CARRETERA FEDERAL NUMERO 2 TRAMO AGUA PRIETA JANOS KM 9 nan AGUA PRIETA AGUA PRIETA 84279 Sonora
952,EQUIPAMIENTO HOTELERO DE MEXICO  SA DE CV,CARRETERA TRANSPENINSULAR KILOMETRO 4 PLAZA JUAN DIEGO LOC 5 EL TEZAL LOS CABOS 23454 Baja California Sur
953,FOGA ALTA INGENIERIA SA DE CV,GRAL BERNARDO REYES 222 A BALDERRAMA HERMOSILLO 83180 Sonora
954,GS & GS OPUS INFRAESTRUCTURA  SA DE CV,AV AQUILES SERDAN 5703 nan SAN BALTAZAR CAMPECHE PUEBLA 72550 Puebla
955,P & P EPC  SA DE CV,INDEPENDENCIA 500 LOCAL004 MARIA DE LA PIEDAD COATZACOALCOS 96410 Veracruz
956,CONSULTORIA PROFESIONAL DE CALIDAD SA DE CV,AV CUAUHTEMOC 1217 1 SANTA CRUZ ATOYAC BENITO JUAREZ 3310 CDMX
957,ZKAVA IDEAS  SA DE CV,CARRETERA ANTIGUO CAMINO REAL A SAN MATEO KM 7 BODEGA 3 RINCON VERDE NAUCALPAN DE JUAREZ 53219 Estado de Mexico
958,TELEVITAL  SA DE CV,ATLETAS 2 BODEGA A COUNTRY CLUB COYOACAN 4220 CDMX
