,nombre,direccion
1007,CUATRO CERO CINCO SA DE CV,AV PATRIOTISMO CIRCUITO INTERIOR 229 PISO7 SAN PEDRO DE LOS PIN BENITO JUAREZ 3800 CDMX
1008,EMPAQUES T&T  SA DE CV,JESUS VINCHEZ SN 103 CENTRO URBANO CUAUTITLAN IZCALLI 54700 Estado de Mexico
1009,ALLIED CONSULTING SA DE CV,PAFNUNCIO PADILLA 26 3 B CIUDAD SATELITE NAUCALPAN DE JUAREZ 53100 Estado de Mexico
1010,FILTROS Y SERVICIOS DE MEXICO SA DE CV,SALVADOR DIAZ MIRON 206 nan MEXICO SEGUNDA SECCI NEZAHUALCOYOTL 57620 Estado de Mexico
1011,TECNOLOGIAS AMBIENTALES E INDUSTRIALES  SA DE CV,AV JUJUY 599 nan VALLE DEL TEPEYAC GUSTAVO A MADERO 7740 CDMX
1012,VIDRIO Y ALUMINIO PROGRESO SA DE CV,AV LUIS ESPINOSA MZ 1 LT16Y17 SOLIDARIDAD NACIONAL GUSTAVO A MADERO 7268 CDMX
1013,CONSTRUCTORA APIGRO  SA DE CV,AVENIDA SAN MIGUEL 115 LOTE 9B PRADO SAN MATEO NAUCALPAN DE JUAREZ 53240 Estado de Mexico
1014,LACRICE  SA DE CV,IGNACIO ALLENDE OTE 864 B MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
1015,CHEMICAL COVER SA DE CV,GRAL MANUEL GONZALEZ PTE 1110 nan NI#O ARTILLERO MONTERREY 64280 Nuevo Leon
1016,MENCHACA PERFORMANCE SA DE CV,JOSE MARIA ARTEAGA ORIENTE 2118 A OBRERA MONTERREY 64010 Nuevo Leon
1017,HERRAMIENTAS Y EQUIPOS PROFESIONALES  SA DE CV,ALVARO OBREGON 1232 NTE TERMINAL MONTERREY 64580 Nuevo Leon
1018,INSTRUMENTACION Y CONTROL 22  SA DE CV,PEDRO NORIEGA 1417 nan TERMINAL MONTERREY 64580 Nuevo Leon
1019,MAAQUINSU  SA DE CV,SIMON BOLIVAR 1908 nan MITRAS CENTRO MONTERREY 64460 Nuevo Leon
1020,GUILLAR TUBERIA DE ACERO  SA DE CV,ALLENDE 112 ######## ZAPATA MONTERREY 64390 Nuevo Leon
1021,PRODUCTOS ELECTRONICOS DEL NORESTE SA DE CV,AV DIEGO DIAZ DE BERLANGA 1214 nan BALCONES DE SANTO DO SAN NICOLAS DE LOS GARZA 66446 Nuevo Leon
1022,TECNO MARK  SA DE CV,AVE FUENTES DEL VALLE ORIENTE 635 3 FUENTES DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
1023,AEROCAR DEL NORTE SA DE CV,LAZARO CARDENAS 301 4 ZONA VALLE ORIENTE N SAN PEDRO GARZA GARCIA 66266 Nuevo Leon
1024,MOCTEZUMA COMUNICACION INTEGRAL SA DE CV,RICARDO COVARRUBIAS 3300 L 2 LA PRIMAVERA 1 SECTO MONTERREY 64830 Nuevo Leon
1025,INCUBADORA HUINALA SDE RL DE CV,PABLO A DE LA GARZA 108 nan HUINALA APODACA 66640 Nuevo Leon
1026,"KELVIN INGENIERIA,  SA DE CV",MANUEL MARIA DE LLANO PONIENTE 1444 nan MONTERREY# CENTRO MONTERREY 64000 Nuevo Leon
1027,JK DE MEXICO  SA DE CV,CONSTITUCION PTE 2222 nan OBISPADO MONTERREY 64060 Nuevo Leon
1028,PROFLUX  SA DE CV,CALLE G 522 3 PARQUE INDUSTRIAL AL APODACA 66637 Nuevo Leon
1029,DISTRIBUIDORA QUIMICA E INSUMOS SPT  SA DE CV,DE LAS INDUSTRIAS 208 nan PARQUE INDUSTRIAL ES GENERAL ESCOBEDO 66062 Nuevo Leon
1030,COMPRESORES Y EQUIPOS INDUSTRIALES DEL NORTE  SA DE CV,CD DEL MAIZ 624 nan MITRAS NORTE MONTERREY 64320 Nuevo Leon
1031,MAQUILADORA Y COMERCIALIZADORA ESPARZA  SA DE CV,LAZARO CARDENAS 238 nan BENITO JUAREZ SAN NICOLAS DE LOS GARZA 66410 Nuevo Leon
1032,AUTYCOM  SA DE CV,RETORNO 1 2520 nan BUROCRATAS FEDERALES MONTERREY 64380 Nuevo Leon
1033,CBO S  SA DE CV,VISTA IDEAL 405 nan LINDAVISTA GUADALUPE 67130 Nuevo Leon
1034,MACHINERY AND TOOLS  SA DE CV,CIRUELO 2682 NTE JARDINES DE LA MODER MONTERREY 64536 Nuevo Leon
1035,TELECOMUNICACIONES MULTIDESTINO SA DE CV,AV ANILLO PERIFERICO 9141 nan CONSTITUCION DE 1917 IZTAPALAPA 9260 CDMX
1036,GUANTES INDUSTRIALESARIL  SA DE CV,SEVILLA 414 nan PORTALES SUR BENITO JUAREZ 3300 CDMX
1037,IMAGE LAND  SA DE CV,PABLO UCELLO 27 nan CIUDAD DE LOS DEPORTES BENITO JUAREZ 3710 CDMX
1038,INTEGRALED ILUMINACION VIDEO Y TECNOLOGIA  SA DE CV,CALLE SARATOGA 904 nan PORTALES SUR BENITO JUAREZ 3300 CDMX
1039,DISEO INTEGRAL DE REDES  SA DE CV,AVENIDA DE LOS FRESNOS LT 17 M B 17 C ARCOS DEL ALBA CUAUTITLAN IZCALLI 54750 Estado de Mexico
1040,GRUPO EDITORIAL GPI  SA DE CV,COLICA 42 ED11 3 FRACCIONAMIENTO COYU IZTACALCO 8320 CDMX
1041,2M INSTALACIONES S DE RL DE CV,FERNANDO RAMIREZ 29 1 OBRERA CUAUHTEMOC 6800 CDMX
1042,BELILIM S DE RL DE CV,DOCTOR GARCIA DIEGO 5 nan DOCTORES CUAUHTEMOC 6720 CDMX
1043,TUBCON  SA DE CV,AV MEXICO 25 nan PUXTLA TEOTIHUACAN 55805 Estado de Mexico
1044,MANUFACTURAS METALICAS ALTZAIRU SA DE CV,HERMENEGILDO GALEANA 1 nan SAN JUAN IXHUATEPEC TLALNEPANTLA DE BAZ 54180 Estado de Mexico
1045,SOFT ADHOC  SA DE CV,PINO VERDE 37 LOC 4 VALLE DE LOS PINOS 1 TLALNEPANTLA DE BAZ 54040 Estado de Mexico
1046,NUTRICION DEPORTIVA  SA DE CV,PLAZAS DE ARAGON 1 LOC 17 PLAZAS DE ARAGON NEZAHUALCOYOTL 57139 Estado de Mexico
1047,MULTIMARCAS ON ROAD S DE RL DE CV,BLVD JOSE REBOLLO ACOSTA 441 nan SAN ISIDRO GOMEZ PALACIO 35044 Durango
1048,HD REFACCIONES SA DE CV,CALLE PIEDRAS NEGRAS S#N nan PARQUE INDUSTRIAL CA GOMEZ PALACIO 35079 Durango
1049,MULTICRETO  SA DE CV,EJID EMILIANO ZAPATA KM 3 5 SN nan LOCALIDAD GOMEZ PALACIO GOMEZ PALACIO 35070 Durango
1050,QUIMICA NATURAL MEXICANA  SA DE CV,DEGOLLADO 231 NORTE CENTRO TORREON 27000 Coahuila
1051,KRYZCOM  SA DE CV,GUANACEVI 481 B nan PARQUE INDUSTRIAL LA GOMEZ PALACIO 35077 Durango
1052,MAQUILAS QUIMICAS INDUSTRIALES  SA DE CV,LIBR OSCAR FLORES TAPIA KM 10 8 B L4 PRESA DE LAS CASAS ARTEAGA 25350 Coahuila
1053,CASSESPHERE SA DE CV,CLL CARLOS SALAZAR 706 nan SALTILLO CENTRO SALTILLO 25000 Coahuila
1054,ENERTECH FABRICACIONES  SA DE CV,AV INDUSTRIAL 3160 nan FRACC INDUSTRIAL MONCLOVA 25756 Coahuila
1055,INDUSTRIAL DE PINTURAS DE MONCLOVA MEGA COLOR  SA DE CV,MATAMOROS 601 nan CARRANZA MONCLOVA 25760 Coahuila
1056,BANDAS Y MANGUERAS DE MONCLOVA  SA DE CV,RAFAEL DE LA FUENTE 518 B MONCLOVA CENTRO MONCLOVA 25700 Coahuila
1057,LOGISTICA INTEGRAL JVS  SA DE CV,CALLE 2 256 BIS ARENAL AZCAPOTZALCO 2980 CDMX
1058,ETILENOAMINAS DE MEXICO  SA DE CV,AV DIV DEL NTE 4340 nan NUEVA ORIENTAL COAPA TLALPAN 14300 CDMX
1059,COREXELL  SA DE CV,PTE 27 A 4117 nan DEL GAS AZCAPOTZALCO 2950 CDMX
1060,COMPRESORES REGIOMONTANOS SA DE CV,BARTOLOME COLON 229 nan LAS CUMBRES 4O S MONTERREY 64610 Nuevo Leon
1061,FLEXOGRAFIA EVNA S DE RL DE CV,MANUEL AGUILAR SAENZ 102 2 BARRIO DEL NTE CHIHUAHUA 31300 Chihuahua
1062,HIDROINGENIERIA DEL NORTE  SA DE CV,RONCESVALLES 599 nan PORTAL DE ARAGON SALTILLO 25290 Coahuila
1063,GOMZAHER  SA DE CV,MELCHOR MUZQUIZ 948 B SALTILLO ZONA CENTRO SALTILLO 25000 Coahuila
1064,INTROID INC  SA DE CV,MELCHOR OCAMPO 462 nan RAMOS ARIZPE CENTRO RAMOS ARIZPE 25900 Coahuila
1065,EDITORIAL PENAGOS SA DE CV,LAGO WETTER 152 nan PENSIL SUR MIGUEL HIDALGO 11490 CDMX
1066,HOGARNET  SA DE CV,AV PROLONGACION PASEO DE LA REFORMA 39 204 PISO PASEO DE LAS LOMAS ALVARO OBREGON 1330 CDMX
1067,CONTACTO CREATIVO  SA DE CV,EJERCITO NACIONAL 1112 PISO13PH MORALES LOS MIGUEL HIDALGO 11510 CDMX
1068,TECNOLOGIA Y SOLUCIONES EN LUZ  SA DE CV,CINCINATI 37 nan CIUDAD DE LOS DEPORT BENITO JUAREZ 3710 CDMX
1069,MIPYME EDITORES S DERL DE CV,HAVRE 47 DEP30 PISO 5 JUAREZ CUAUHTEMOC 6600 CDMX
1070,JABERMEX  SA DE CV,AVE 16 DE SEPTIEMBRE 784 ED A 3ER 301 BOSQUES DE LAS LOMAS CUAJIMALPA DE MORELOS 5120 CDMX
1071,FABRICA DE CUADERNOSREPPASA  SA DE CV,PRIMAVERA 20 nan SAN JUAN TLALPIZAHUA IXTAPALUCA 56576 Estado de Mexico
1072,CONSORCIO FERRETERO GONZALEZ  SA DE CV,PROL MUTUALISMO 701 NTE CADEREYTA JIMENEZ CE CADEREYTA JIMENEZ 67480 Nuevo Leon
1073,PAZ PRODUCE SPR DE RL DE CV,SIN NOMBRE SIN NUME nan OTRA NO ESPECIFICADA EN EL CAT MEOQUI 33138 Chihuahua
1074,"GRUPO CUPULA, SA DE CV",MALINCHE 411 A GRAL IGNACIO MARTINE SAN LUIS POTOSI 78360 San Luis Potosi
1075,GRUPO ENERGETICO PETROASFALTOS  SA DE CV,CARRETERA PANAMERICANA SALAMANCA CELAYA SN nan VALTIERRILLA SALAMANCA 36881 Guanajuato
1076,HUEXUQUILLAN CONSTRUCCIONES  SA DE CV,INDEPENDENCIA 70 nan HUEJUQUILLA EL ALTO CENTRO HUEJUQUILLA EL ALTO 46000 Jalisco
1077,ROTIPAN  SA DE CV,16 DE SEPTIEMBRE 280 nan CENTRO LAGOS DE MORENO 47400 Jalisco
1078,FARMACIAS POLIMAR SA DE CV,AV HEROICA ESCUELA NAVAL MILITAR 274 nan CENTRO LAZARO CARDENAS 60950 Michoacan
1079,ORIGINALES JAYCEL SA DE CV,CENTENARIO 286 B EL LLANITO MOROLEON 38800 Guanajuato
1080,THE NEW BY OLMEDO TEXTIL  SA DE CV,VICTORIA 43 nan CENTRO MOROLEON 38800 Guanajuato
1081,INGENIEROS CONSULTORES DEL VALLE DE APATZINGAN  SA DE CV,MIGUEL HIDALGO 405 nan EL VARILLERO APATZINGAN 60660 Michoacan
1082,CONSTRUCCIONES Y SUMINISTROS TECNICOS SA DE CV,NORTE 14 135 nan CIUDAD INDUSTRIAL MORELIA 58200 Michoacan
1083,QUICK AUTO PARTES SA DE CV,CARR JUV#ROSAS A GTO KM#1 nan CENTRO SANTA CRUZ DE JUVENTINO ROSAS 38240 Guanajuato
1084,ADM ENERGY  SA DE CV,CALLE 11 89 SN MARAVILLAS NEZAHUALCOYOTL 57410 Estado de Mexico
1085,MATERIAS PRIMAS EL LECHUGAL SA DE CV,CARRETERA AL XOCONOXTLE 35 B AMPLIACION EJIDO JES DOLORES HIDALGO CUNA DE LA IND 37800 Guanajuato
1086,GRUPO DAYGO  SA DE CV,CALLE PROLONGACION VERACRUZ 1120 ######## HIDALGO SAN FRANCISCO DEL RINCON 36380 Guanajuato
1087,"DEPORTIVOS TRENDS,  SA DE CV",PROL# LERDO DE TEJADA 1607 nan MONTE VERDE SAN FRANCISCO DEL RINCON 36390 Guanajuato
1088,JUEGO 90  SA DE CV,PRIVADA EMILIANO ZAPATA 202 106 CENTRO PURISIMA DEL RINCON 36400 Guanajuato
1089,ADVAIN PROYECTOS INDUSTRIALES  SA DE CV,SAN CAYETANO 143 nan VILLA SAN CAYETANO IRAPUATO 36687 Guanajuato
1090,SERVICIO NAVA MEDRANO  SA DE CV,PRIV MATAMOROS 402 nan MATEHUALA CENTRO MATEHUALA 78700 San Luis Potosi
1091,MANUFACTURAS STA ISABEL SC DE RL DE CV,HUASTECA 325 nan LOMAS DE SAN LUIS SAN LUIS POTOSI 78210 San Luis Potosi
1092,MATERIALES INTEGRALES PARA LA CONSTRUCCION  SA DE CV,AVENIDA PROLONGACION JUAREZ 2104 B LOS FRESNOS LEON 37390 Guanajuato
1093,GASO CONTROL INTEGRAL DOS  SA DE CV,CARRETERA AYOTLAN ATOTONILCO KM 11 100 LA ANGOSTURA AYOTLAN 47935 Jalisco
1094,GRUPO LAS GAVIOTAS DEL SUR  SA DE CV,CORREGIDORA 317 nan LINDAVISTA VALLE DE SANTIAGO 38400 Guanajuato
1095,MULTISERVICIOS MARIANO ABASOLO SA DE CV,BLVD MARIANO ABASOLO SN SN nan LOS PINOS ABASOLO 36970 Guanajuato
1096,INMOBILIARIA ARMEPSA SA DE CV,IGNACIO ZARAGOZA 1049 nan AGRICOLA ORIENTAL IZTACALCO 8500 CDMX
1097,ELECTROMECANICA DE POTENCIA MEXICANA  SA DE CV,CALLE 2 377 A nan CUCH PANTITLAN VENUSTIANO CARRANZA 15610 CDMX
1098,PRODUCTOS DMF  SA DE CV,PENA FLOR 1102 nan CIUDAD DEL SOL QUERETARO 76116 Queretaro
1099,ADOMAITISS PUBLICIDAD  SA DE CV,OCOTE MZ112 LT23 LOMAS DE ZARAGOZA IZTAPALAPA 9620 CDMX
1100,GRUPO ALMIRUDIS  SA DE CV,BLVD NAVARRETE 284 nan RAQUET CLUB HERMOSILLO 83200 Sonora
1101,ELECTRICOS UNIDOS DEDELICIAS  SA DE CV,AV ZARAGOZA 301 nan LAS GRANJAS CHIHUAHUA 31100 Chihuahua
1102,FARMACIAS BUSTILLOS  SA DE CV,AV VALLARTA 4902 nan LAS GRANJAS CHIHUAHUA 31100 Chihuahua
1103,MAYORTEC  SA DE CV,AVE DEZA Y ULLOA 4523 nan PRESIDENTES CHIHUAHUA 31210 Chihuahua
1104,DISTRIBUIDORA VETERINARIA LA VAQUITA  SA DE CV,INDUSTRIAL 10 7401 14 AEROPUERTO CHIHUAHUA 31384 Chihuahua
1105,CORPORATIVO DULSA SA DE CV,TEXAS SN nan LOS NOGALES CHIHUAHUA 31380 Chihuahua
1106,IMPRESION Y EMPAQUESDE MEXICO  SA DE CV,NICOLAS BRAVO 2901 A NOMBRE DE DIOS CHIHUAHUA 31106 Chihuahua
1107,SERVICIO THLO  SA DE CV,DOMICILIO CONOCIDO NUEVO PALOMAS SN nan OTRA NO ESPECIFICADA SANTA ISABEL 33274 Chihuahua
1108,DISTRIBUIDORA AGRICOLA DEL NORTE  SA DE CV,PROL AV JUAREZ 15902 nan TABALAOPA CHIHUAHUA 31385 Chihuahua
1109,"ARISA SPORT, SA DE CV",FRANCISCO I MADERO 19 nan URIANGATO CENTRO URIANGATO 38980 Guanajuato
1110,GRUPO PROMOCIONAL DELIMPIEZA SALMAR  SA DE CV,OTE 2 103 nan REFORMA NEZAHUALCOYOTL 57840 Estado de Mexico
1111,ZAYAT CARPETS  SA DE CV,PROL BOSQUES DE REFORMA 1813 L 144 LOMAS DE VISTA HERMO CUAJIMALPA DE MORELOS 5100 CDMX
1112,MARALCO  SA DE CV,MIGUEL DE MENDOZA 35 nan MERCED GOMEZ ALVARO OBREGON 1600 CDMX
1113,NACIONALES DE LA CONSTRUCCION LUCANA  SA DE CV,CALLE 21 150 SN CHOLUL MERIDA 97305 Yucatan
1114,FORMACION DE TALENTOEN TECNOLOGIAS DE L A INFORMACI  SA DE CV,PROLONGACION REFORMA 1190 B 2712 SANTA FE ALVARO OBREGON 1376 CDMX
1115,TEREVITA MARITIMA SA DE CV,COPENAHAGUE 20 DEP 101 PISO 1 JUAREZ CUAUHTEMOC 6600 CDMX
1116,QUALITY SYSTEM CONSULTING  SA DE CV,ALFONSO PRUNEDA 77 nan COPILCO EL ALTO COYOACAN 4360 CDMX
1117,GRUPO NOSOTROS MOVEMOS LA TIERRA  SA DE CV,MANUEL GOYTIA 7244 ######## CONSTITUCION JUAREZ 32260 Chihuahua
1118,DISTRIBUIDORA DE REFRESCOS OASIS  SA DE CV,MUTUALISMO SN nan CENTRO MUZQUIZ 26340 Coahuila
1119,EMPACADORA MUZQUIZ  SA DE CV,VICTORIA NTE 200 nan CIUDAD MUZQUIZ MUZQUIZ 26340 Coahuila
1120,MANTENIMIENTO INTEGRAL Y SERVICIOS ESPECIALIZADOS  SA DE CV,CUAUHTEMOC NTE 219 nan CENTRO TORREON 27000 Coahuila
1121,ADEXSO ADVANCED EXPERT SOLUTIONS  SA DE CV,BLVD SALTILLO 509 nan REPUBLICA SALTILLO 25280 Coahuila
1122,SUPER PLAZA COMERCIAL  SA DE CV,CALZADA ALIANZA 15 nan OBRERA BENITO JUAREZ SAN PEDRO 27860 Coahuila
1123,MAQUINARIA INDUSTRIAL DEL BAJIO  SA DE CV,AVENIDA TECNOLOGICO 4305 nan LUIS DONALDO COLOSIO NUEVO CASAS GRANDES 31758 Chihuahua
1124,BOEKI LOGISTICS  SA DE CV,PERSIA 314 nan PENSADOR MEXICANO VENUSTIANO CARRANZA 15510 CDMX
1125,CAMIONES DE LOS REYES  SA DE CV,LOS REYES SN nan LOS REYES PURUANDIRO 58520 Michoacan
1126,LOY-D SEAL DE MEXICO SA DE CV,2 CDA DE TEOLOYUCAN 16 A BARRIO LA CONCEPCION TULTITLAN 54900 Estado de Mexico
1127,MAQUINAS Y EQUIPOS PARA ENVASADO  SA DE CV,AV ALEMANIA 1616 nan MODERNA GUADALAJARA 44190 Jalisco
1128,DUQUEZ  SA DE CV,J GPE MONTENEGRO 1866 nan MODERNA GUADALAJARA 44190 Jalisco
1129,DISTRIBUIDORA LA ABUNDANCIA  SA DE CV,CHICALOTE 2488 nan MERCADO DE ABASTOS GUADALAJARA 44530 Jalisco
1130,COMERCIALIZADORA GA ZA  SA DE CV,ANA MA GALLAGA 911 SN MORELIA CENTRO MORELIA 58000 Michoacan
1131,GRUPO HOTELERO MEXICANO  SA DE CV,AVENIDA LOPEZ MATEOS SUR 1280 nan CAMPO POLO ZAPOPAN 45040 Jalisco
1132,YDM JOYAS  SA DE CV,PASEO DEL HOSPICIO 61 113 SAN JUAN DE DIOS GUADALAJARA 44360 Jalisco
1133,CUPOP  SA DE CV,RIO ATOTONILCO 1542 1 ATLAS GUADALAJARA 44870 Jalisco
1134,GRUPO TRES BON SA DE CV,JOAQUIN ANGULO 334 A GUADALAJARA CENTRO GUADALAJARA 44100 Jalisco
1135,PIM CONSTRUCCIONES  SA DE CV,CALZADA PARAISOS 13 nan CIUDAD GRANJA ZAPOPAN 45010 Jalisco
1136,SUMINISTROS Y CONSUMIBLES  SA DE CV,CALLE BUGAMBILIA 555 nan QUINTA VELARDE GUADALAJARA 44430 Jalisco
1137,PROMAGRO INTERNACIONAL SA DE CV,JORULLO 1344 nan COL INDEPENDENCIA GUADALAJARA 44290 Jalisco
1138,AUTOMATIZACIONES INDUSTRIALES DE OCCIDENTE  SA DE CV,CASA GRANDE 585 nan CASA GRANDE ZAPOPAN 45130 Jalisco
1139,AZULANA  SA DE CV,JANITZIO 535 nan MICHOACAN LEON 37240 Guanajuato
1140,LOGISTICA EXPRESS DELEON  SA DE CV,RICARDO CASTRO 123 nan LEON MODERNO LEON 37480 Guanajuato
1141,TOOLS & GO S DE RL DE CV,PRIVADA PEDRO ARRUPE 112 nan REAL DE SAN JOSE LEON 37218 Guanajuato
1142,"PRODUCTOS LA PRESA, SA DE CV",BOULEVARD LIBRAMIENTO NTE SN nan RANCHO LA FLORIDA LEON 37190 Guanajuato
1143,ATYCO MB  SA DE CV,VIA DE LOS GERANIOS 811 nan BRISAS DEL CAMPO II LEON 37297 Guanajuato
1144,LOGISTICA MARU SA DE CV,CARRETERA FEDERAL LEON LAGOS KM 4#5 nan LAGUNILLAS LEON 37660 Guanajuato
1145,REPROMAX  SA DE CV,PRIVADA HIDALGO 1307 nan LA FLORIDA LEON 37190 Guanajuato
1146,6DIGITAL  SA DE CV,CALLE VOLCAN PARICUTIN 6375 nan EL COLLI URBANO 1A S ZAPOPAN 45070 Jalisco
1147,LGA COMPUESTOS PLASTICOS  SA DE CV,RAMON CORONA 287 nan SANTA ANITA SAN PEDRO TLAQUEPAQUE 45600 Jalisco
1148,EL PUMA GOLF  SA DE CV,ZARZAMORA 1029 nan DEL FRESNO 1A SECCION GUADALAJARA 44900 Jalisco
1149,SUPER LLANTAS SATO  SA DE CV,RIO FUERTE 810 nan PALOS PRIETOS MAZATLAN 82010 Sinaloa
1150,"MAQUILA TECNOLOGICA, SA DE CV",CALLE CATORCE 2188 nan FERROCARRIL GUADALAJARA 44440 Jalisco
1151,COMERCIALIZADORA FRUTICOLA MEXICANA  SA DE CV,CALLE 6 2606 nan MERCADO DE ABASTOS GUADALAJARA 44530 Jalisco
1152,GEKA INTERNACIONAL SDE RL DE CV,AV LAS PALMAS 9 P ALTA PENINSULA DE SANTIAGO MANZANILLO 28867 Colima
1153,SERVICIO REYNOSO MADRIGAL  SA DE CV,CALLE A LAS MONTANAS 251 nan PRADOS DE GUADALUPE ZAPOPAN 45030 Jalisco
1154,AP TEAM  SA DE CV,MONTES HIMALAYA 601 LOC 11 JARDINES DE LA CONCE AGUASCALIENTES 20120 Aguascalientes
1155,DISENOS MANNY FASHION SA DE CV,COLON 97 nan VILLA HIDALGO CENTRO VILLA HIDALGO 47250 Jalisco
1156,S&S PACKAGE  SA DE CV,LEON 17 LT  17 LUIS ECHEVERRIA ALVA CUAUTITLAN IZCALLI 54760 Estado de Mexico
1157,FIERRO COMERCIAL DIAZ Y CIA  SA DE CV,AV 5 DE FEBRERO KM KM 10 2 nan JURICA QUERETARO 76100 Queretaro
1158,ASESORES EN INVERNADEROS  SA DE CV,ACCESO III 14 BOD 6 BENITO JUAREZ SANTIAGO DE QUERETARO 76120 Queretaro
1159,FODEQ  SA DE CV,CERRADA LA CANTERA 131 LLANUR6D CIUDAD DEL SOL QUERETARO 76116 Queretaro
1160,MENSAJERIAS MARTINEZPOSADAS  SA DE CV,ANAHUAC 630 nan BARRIO TEQUISQUIAPAN SAN LUIS POTOSI 78230 San Luis Potosi
1161,MUEBLES LEBOREIRO ANTON SA DE CV,ALVARO OBREGON 350 nan SAN LUIS POTOSI CENTRO SAN LUIS POTOSI 78000 San Luis Potosi
1162,JALAMAAR DEL CENTRO  SA DE CV,2A PRIVADA DE ITURBIDE 500 nan SOLEDAD DE GRACIANO SOLEDAD DE GRACIANO SANCHEZ 78430 San Luis Potosi
1163,MANUFACTURERA DE BOTAS EL PAJAL  SA DE CV,TARRAGONA 514 nan VISTA HERMOSA LEON 37330 Guanajuato
1164,"CALZADOS Y DISENOS, SA DE CV",JUAN VALLE 1036 nan SAN NICOLAS LEON 37480 Guanajuato
1165,DEPOSITO DE MATERIALES DEL BAJIO  SA DE CV,CARR ACAMBARO JERECUARO SN nan ACAMBARO# CENTRO ACAMBARO 38600 Guanajuato
1166,"TORRES VALENCIANO,  SA DE CV",AV DE LA CONVENCION DE 1914 503 nan JARDINES DE LA CRUZ AGUASCALIENTES 20250 Aguascalientes
1167,PROCESOS ALEDO S DE RL DE CV,LA LLAVE LA ESTANCIA KM 7 2 nan LA LLAVE SAN JUAN DEL RIO 76814 Queretaro
1168,REAL DE JALISCO MUEBLES  SA DE CV,RODRIGUEZ 102 ######## CENTRO ENCARNACION DE DIAZ 47270 Jalisco
1169,ESTACION CALZADA DE GUADALUPE  SA DE CV,PRL CALZADA DE GUADALUPE SA DE CV 6 nan SAN MIGUEL EL ALTO C SAN MIGUEL EL ALTO 47140 Jalisco
1170,ENLACES CELULARES DEL BAJIO  SA DE CV,FRANCISCO JUAREZ 501 1  2 ARBOLEDAS 1A SECC CELAYA 38060 Guanajuato
1171,EMPRENDE Y TRIUNFA  SA DE CV,AV PIE DE LA CUESTA 104 A LOCAL234 DESARROLLO SAN PABLO QUERETARO 76125 Queretaro
1172,MARIA Y SU BICI  SA DE CV,5 DE MAYO 81 P A CENTRO QUERETARO 76000 Queretaro
1173,TRANSPORTES INDEPENDIENTES LINEA DORADA  SA DE CV,DOM CONOCIDO SN nan CHITEJE DE GARABATO AMEALCO DE BONFIL 76896 Queretaro
1174,RCP METALES  SA DE CV,UNIVERSIDAD 1 nan BANTHI SAN JUAN DEL RIO 76804 Queretaro
1175,TECNOLOGIA EN ENERGIA SA DE CV,HIMNO NACIONAL 1200 C JARDIN SAN LUIS POTOSI 78270 San Luis Potosi
1176,DM COMTEL  SA DE CV,35 PONIENTE 712 ALTOS GABRIEL PASTOR 1A SE PUEBLA 72420 Puebla
1177,PRECISION BTM  SA DE CV,14 ORIENTE 3819 B AMERICA NORTE PUEBLA 72340 Puebla
1178,COMERCIAL CAMAXO  SA DE CV,AVE DE LOS DRAMATURGOS 5625 nan CIUDAD SATELITE 2DA PUEBLA 72320 Puebla
1179,MEDICAL SPS SERVICIOS PROFESIONALES DE SALUD  SA DE CV,14 SUR 3538 LOC7 JARDINES DE SAN MANU PUEBLA 72570 Puebla
1180,OPERADORA DE BANQUETES SANTAMARINA  SA DE CV,AV 1RO DE MAYO 654 nan RICARDO FLORES MAGON VERACRUZ 91900 Veracruz
1181,INGENIERIA MAICO  SA DE CV,18 SUR 11344 2 LOS HEROES PUEBLA 72590 Puebla
1182,EQUIPO RETT & COMUNICACIONES  SA DE CV,29 NORTE 3208 A NUEVA AURORA PUEBLA 72070 Puebla
1183,LABORATORIO DE CONTROL DE CALIDAD Y SUPERVISION  SA DE CV,35 NORTE 3023 nan AQUILES SERDAN PUEBLA 72070 Puebla
1184,BAVEN 2000  SA DE CV,ITALIA 1848 2 FRACC LAS HADAS PUEBLA 72070 Puebla
1185,PINTURAS DE IZUCAR  SA DE CV,HERCULANO SANCHEZ 105 nan SAN BERNARDINO IZUCAR DE MATAMOROS 74450 Puebla
1186,"DISTRIBUIDORA ERCCO, SA DE CV",1 PTE 421 nan CENTRO DE LA CIUDAD TEHUACAN 75700 Puebla
1187,CONSTRUCTORA Y COMERCIALIZADORA RHAMA SA DE CV,CALLE SANTA PAOLA 15 nan SANTA LUCIA PUEBLA 72499 Puebla
1188,AUTOMOVILISTICA SAN MARTIN  SA DE CV,KM 91 5 CARR FED MEX PUE L 5 nan LOS ANGELES SAN MARTIN TEXMELUCAN 74080 Puebla
1189,PIELES DE MINATITLAN SA DE CV,SN JOSE S N nan NUEVA MINA NORTE MINATITLAN 96734 Veracruz
1190,SPRAY WELD SA DE CV,PERIFERICO CARLOS PELLICER CAMARA 624 1ER PISO DESPACHO PRIMERO DE MAYO CENTRO 86190 Tabasco
1191,INDUSTRIAL ACESA  SA DE CV,CUATRO 220 P nan FRACC REAL DEL SUR CENTRO 86170 Tabasco
1192,TRANSPORTES MUEBLEROS DEL SURESTE JLS SA DE CV,ESMERALDA 3 nan TLALNEPABTLA DE BAZ TLALNEPANTLA DE BAZ 54190 Estado de Mexico
